doi	level
10.1007/s00799-015-0142-6	2
10.1007/s00799-015-0144-4	2
10.1007/s00799-015-0145-3	2
10.1007/s00799-015-0146-2	2
10.1007/s00799-015-0147-1	2
10.1007/s00799-015-0150-6	2
10.1007/s00799-015-0151-5	2
10.1007/s00799-015-0153-3	2
10.1007/s00799-015-0154-2	2
10.1007/s00799-015-0155-1	2
10.1007/s00799-015-0156-0	2
10.1007/s00799-015-0157-z	2
10.1007/s00799-015-0158-y	2
10.1007/s00799-015-0159-x	2
10.1007/s00799-015-0160-4	2
10.1007/s00799-015-0162-2	2
10.1007/s00799-015-0163-1	2
10.1007/s00799-015-0164-0	2
10.1007/s00799-015-0165-z	2
10.1007/s00799-015-0166-y	2
10.1007/s00799-015-0167-x	2
10.1007/s00799-016-0168-4	2
10.1007/s00799-016-0169-3	2
10.1007/s00799-016-0170-x	2
10.1007/s00799-016-0171-9	2
10.1007/s00799-016-0172-8	2
10.1007/s00799-016-0173-7	2
10.1007/s00799-016-0174-6	2
10.1007/s00799-016-0175-5	2
10.1007/s00799-016-0176-4	2
10.1007/s00799-016-0177-3	2
10.1007/s00799-016-0178-2	2
10.1007/s00799-016-0179-1	2
10.1007/s00799-016-0180-8	2
10.1007/s00799-016-0181-7	2
10.1007/s00799-016-0182-6	2
10.1007/s00799-016-0183-5	2
10.1007/s00799-016-0184-4	2
10.1007/s00799-016-0185-3	2
10.1007/s00799-016-0186-2	2
10.1007/s00799-016-0187-1	2
10.1007/s00799-016-0188-0	2
10.1007/s00799-016-0191-5	2
10.1007/s00799-016-0192-4	2
10.1007/s00799-016-0193-3	2
10.1007/s00799-016-0194-2	2
10.1007/s00799-016-0195-1	2
10.1007/s00799-016-0196-0	2
10.1007/s00799-016-0197-z	2
10.1007/s00799-016-0199-x	2
10.1007/s00799-016-0200-8	2
10.1007/s00799-016-0201-7	2
10.1007/s00799-016-0202-6	2
10.1007/s00799-016-0204-4	2
10.1007/s00799-016-0206-2	2
10.1007/s00799-016-0207-1	2
10.1007/s00799-017-0208-8	2
10.1007/s00799-017-0209-7	2
10.1007/s00799-017-0210-1	2
10.1007/s00799-017-0211-0	2
10.1007/s00799-017-0213-y	2
10.1007/s00799-017-0214-x	2
10.1007/s00799-017-0215-9	2
10.1007/s00799-017-0216-8	2
10.1007/s00799-017-0217-7	2
10.1007/s00799-017-0218-6	2
10.1007/s00799-017-0219-5	2
10.1007/s00799-017-0220-z	2
10.1007/s00799-017-0221-y	2
10.1007/s00799-017-0222-x	2
10.1007/s00799-017-0223-9	2
10.1007/s00799-017-0224-8	2
10.1007/s00799-017-0225-7	2
10.1007/s00799-017-0226-6	2
10.1007/s00799-017-0227-5	2
10.1007/s00799-017-0228-4	2
10.1007/s00799-017-0229-3	2
10.1007/s00799-017-0230-x	2
10.1007/s00799-018-0231-4	2
10.1007/s00799-018-0232-3	2
10.1007/s00799-018-0233-2	2
10.1007/s00799-018-0234-1	2
10.1007/s00799-018-0235-0	2
10.1007/s00799-018-0236-z	2
10.1007/s00799-018-0237-y	2
10.1007/s00799-018-0238-x	2
10.1007/s00799-018-0239-9	2
10.1007/s00799-018-0240-3	2
10.1007/s00799-018-0241-2	2
10.1007/s00799-018-0242-1	2
10.1007/s00799-018-0243-0	2
10.1007/s00799-018-0244-z	2
10.1007/s00799-018-0245-y	2
10.1007/s00799-018-0246-x	2
10.1007/s00799-018-0247-9	2
10.1007/s00799-018-0248-8	2
10.1007/s00799-018-0249-7	2
10.1007/s00799-018-0250-1	2
10.1007/s00799-018-0251-0	2
10.1007/s00799-018-0252-z	2
10.1007/s00799-018-0253-y	2
10.1007/s00799-018-0254-x	2
10.1007/s00799-018-0255-9	2
10.1007/s00799-018-0256-8	2
10.1007/s00799-018-0257-7	2
10.1007/s00799-018-0258-6	2
10.1007/s00799-018-0259-5	2
10.1007/s00799-018-0260-z	2
10.1007/s00799-018-0261-y	2
10.1007/s00799-018-0262-x	2
10.1007/s00799-018-0263-9	2
10.1007/s00799-018-0264-8	2
10.1007/s10579-004-0233-2	1
10.1007/s10579-004-1367-y	1
10.1007/s10579-004-1367-y	2
10.1007/s10579-004-1906-6	1
10.1007/s10579-004-1906-6	2
10.1007/s10579-004-1917-3	1
10.1007/s10579-004-1917-3	2
10.1007/s10579-004-1919-1	1
10.1007/s10579-004-1919-1	2
10.1007/s10579-004-1926-2	1
10.1007/s10579-004-1926-2	2
10.1007/s10579-004-1948-9	1
10.1007/s10579-004-1948-9	2
10.1007/s10579-004-8682-1	1
10.1007/s10579-005-2692-5	1
10.1007/s10579-005-2692-5	2
10.1007/s10579-005-2693-4	1
10.1007/s10579-005-2693-4	2
10.1007/s10579-005-2694-3	1
10.1007/s10579-005-2694-3	2
10.1007/s10579-005-2695-2	1
10.1007/s10579-005-2695-2	2
10.1007/s10579-005-2696-1	1
10.1007/s10579-005-2696-1	2
10.1007/s10579-005-2697-0	1
10.1007/s10579-005-2697-0	2
10.1007/s10579-005-2698-z	1
10.1007/s10579-005-2698-z	2
10.1007/s10579-005-2699-y	1
10.1007/s10579-005-2699-y	2
10.1007/s10579-005-4822-5	1
10.1007/s10579-005-4822-5	2
10.1007/s10579-005-7880-9	1
10.1007/s10579-005-7880-9	2
10.1007/s10579-005-7882-7	1
10.1007/s10579-005-7882-7	2
10.1007/s10579-005-7884-5	1
10.1007/s10579-005-7884-5	2
10.1007/s10579-005-7885-4	1
10.1007/s10579-005-7885-4	2
10.1007/s10579-005-8622-8	1
10.1007/s10579-005-8622-8	2
10.1007/s10579-006-9000-x	1
10.1007/s10579-006-9000-x	2
10.1007/s10579-006-9001-9	1
10.1007/s10579-006-9001-9	2
10.1007/s10579-006-9002-8	1
10.1007/s10579-006-9002-8	2
10.1007/s10579-006-9003-7	1
10.1007/s10579-006-9003-7	2
10.1007/s10579-006-9004-6	1
10.1007/s10579-006-9004-6	2
10.1007/s10579-006-9005-5	1
10.1007/s10579-006-9005-5	2
10.1007/s10579-006-9006-4	1
10.1007/s10579-006-9006-4	2
10.1007/s10579-006-9007-3	1
10.1007/s10579-006-9007-3	2
10.1007/s10579-006-9008-2	1
10.1007/s10579-006-9008-2	2
10.1007/s10579-006-9009-1	1
10.1007/s10579-006-9009-1	2
10.1007/s10579-006-9010-8	1
10.1007/s10579-006-9010-8	2
10.1007/s10579-006-9011-7	1
10.1007/s10579-006-9011-7	2
10.1007/s10579-006-9012-6	1
10.1007/s10579-006-9012-6	2
10.1007/s10579-006-9013-5	1
10.1007/s10579-006-9013-5	2
10.1007/s10579-006-9014-4	1
10.1007/s10579-006-9014-4	2
10.1007/s10579-007-9015-y	1
10.1007/s10579-007-9015-y	2
10.1007/s10579-007-9016-x	1
10.1007/s10579-007-9016-x	2
10.1007/s10579-007-9017-9	1
10.1007/s10579-007-9017-9	2
10.1007/s10579-007-9018-8	1
10.1007/s10579-007-9018-8	2
10.1007/s10579-007-9019-7	1
10.1007/s10579-007-9019-7	2
10.1007/s10579-007-9020-1	1
10.1007/s10579-007-9020-1	2
10.1007/s10579-007-9021-0	1
10.1007/s10579-007-9021-0	2
10.1007/s10579-007-9022-z	1
10.1007/s10579-007-9022-z	2
10.1007/s10579-007-9023-y	1
10.1007/s10579-007-9023-y	2
10.1007/s10579-007-9025-9	1
10.1007/s10579-007-9025-9	2
10.1007/s10579-007-9026-8	1
10.1007/s10579-007-9026-8	2
10.1007/s10579-007-9028-6	1
10.1007/s10579-007-9028-6	2
10.1007/s10579-007-9030-z	1
10.1007/s10579-007-9030-z	2
10.1007/s10579-007-9031-y	1
10.1007/s10579-007-9031-y	2
10.1007/s10579-007-9032-x	1
10.1007/s10579-007-9032-x	2
10.1007/s10579-007-9033-9	1
10.1007/s10579-007-9033-9	2
10.1007/s10579-007-9034-8	1
10.1007/s10579-007-9034-8	2
10.1007/s10579-007-9035-7	1
10.1007/s10579-007-9035-7	2
10.1007/s10579-007-9036-6	1
10.1007/s10579-007-9036-6	2
10.1007/s10579-007-9037-5	1
10.1007/s10579-007-9037-5	2
10.1007/s10579-007-9038-4	1
10.1007/s10579-007-9038-4	2
10.1007/s10579-007-9040-x	1
10.1007/s10579-007-9040-x	2
10.1007/s10579-007-9041-9	1
10.1007/s10579-007-9041-9	2
10.1007/s10579-007-9042-8	1
10.1007/s10579-007-9042-8	2
10.1007/s10579-007-9043-7	1
10.1007/s10579-007-9043-7	2
10.1007/s10579-007-9044-6	1
10.1007/s10579-007-9044-6	2
10.1007/s10579-007-9045-5	1
10.1007/s10579-007-9045-5	2
10.1007/s10579-007-9046-4	2
10.1007/s10579-007-9047-3	1
10.1007/s10579-007-9047-3	2
10.1007/s10579-007-9048-2	1
10.1007/s10579-007-9048-2	2
10.1007/s10579-007-9049-1	1
10.1007/s10579-007-9049-1	2
10.1007/s10579-007-9050-8	1
10.1007/s10579-007-9050-8	2
10.1007/s10579-007-9051-7	1
10.1007/s10579-007-9051-7	2
10.1007/s10579-007-9052-6	1
10.1007/s10579-007-9052-6	2
10.1007/s10579-007-9053-5	1
10.1007/s10579-007-9053-5	2
10.1007/s10579-007-9054-4	1
10.1007/s10579-007-9054-4	2
10.1007/s10579-007-9055-3	1
10.1007/s10579-007-9055-3	2
10.1007/s10579-007-9056-2	1
10.1007/s10579-007-9056-2	2
10.1007/s10579-007-9057-1	1
10.1007/s10579-007-9057-1	2
10.1007/s10579-007-9058-0	1
10.1007/s10579-007-9058-0	2
10.1007/s10579-007-9059-z	1
10.1007/s10579-007-9059-z	2
10.1007/s10579-007-9060-6	1
10.1007/s10579-007-9060-6	2
10.1007/s10579-007-9061-5	1
10.1007/s10579-007-9061-5	2
10.1007/s10579-008-9062-z	1
10.1007/s10579-008-9062-z	2
10.1007/s10579-008-9063-y	1
10.1007/s10579-008-9063-y	2
10.1007/s10579-008-9064-x	1
10.1007/s10579-008-9064-x	2
10.1007/s10579-008-9065-9	1
10.1007/s10579-008-9065-9	2
10.1007/s10579-008-9066-8	1
10.1007/s10579-008-9066-8	2
10.1007/s10579-008-9067-7	1
10.1007/s10579-008-9067-7	2
10.1007/s10579-008-9068-6	1
10.1007/s10579-008-9068-6	2
10.1007/s10579-008-9069-5	2
10.1007/s10579-008-9070-z	2
10.1007/s10579-008-9071-y	1
10.1007/s10579-008-9071-y	2
10.1007/s10579-008-9072-x	2
10.1007/s10579-008-9073-9	2
10.1007/s10579-008-9074-8	2
10.1007/s10579-008-9075-7	2
10.1007/s10579-008-9076-6	2
10.1007/s10579-008-9077-5	2
10.1007/s10579-008-9078-4	2
10.1007/s10579-008-9079-3	2
10.1007/s10579-009-9080-5	2
10.1007/s10579-009-9081-4	2
10.1007/s10579-009-9082-3	2
10.1007/s10579-009-9083-2	2
10.1007/s10579-009-9084-1	2
10.1007/s10579-009-9085-0	2
10.1007/s10579-009-9086-z	2
10.1007/s10579-009-9087-y	2
10.1007/s10579-009-9088-x	2
10.1007/s10579-009-9089-9	2
10.1007/s10579-009-9091-2	2
10.1007/s10579-009-9092-1	2
10.1007/s10579-009-9093-0	2
10.1007/s10579-009-9094-z	2
10.1007/s10579-009-9095-y	2
10.1007/s10579-009-9096-x	2
10.1007/s10579-009-9097-9	2
10.1007/s10579-009-9098-8	2
10.1007/s10579-009-9099-7	2
10.1007/s10579-009-9100-5	2
10.1007/s10579-009-9101-4	2
10.1007/s10579-009-9102-3	2
10.1007/s10579-009-9103-2	2
10.1007/s10579-009-9104-1	2
10.1007/s10579-009-9105-0	2
10.1007/s10579-009-9106-z	2
10.1007/s10579-009-9107-y	2
10.1007/s10579-009-9108-x	2
10.1007/s10579-009-9109-9	2
10.1007/s10579-009-9111-2	2
10.1007/s10579-009-9112-1	2
10.1007/s10579-009-9113-0	2
10.1007/s10579-009-9114-z	2
10.1007/s10579-010-9115-y	2
10.1007/s10579-010-9116-x	2
10.1007/s10579-010-9117-9	2
10.1007/s10579-010-9118-8	2
10.1007/s10579-010-9120-1	2
10.1007/s10579-010-9121-0	2
10.1007/s10579-010-9123-y	2
10.1007/s10579-010-9126-8	2
10.1007/s10579-010-9127-7	2
10.1007/s10579-010-9128-6	2
10.1007/s10579-010-9129-5	2
10.1007/s10579-010-9130-z	2
10.1007/s10579-010-9131-y	2
10.1007/s10579-010-9132-x	2
10.1007/s10579-010-9133-9	2
10.1007/s10579-010-9134-8	2
10.1007/s10579-010-9135-7	2
10.1007/s10579-011-9136-1	2
10.1007/s10579-011-9137-0	2
10.1007/s10579-011-9138-z	2
10.1007/s10579-011-9139-y	2
10.1007/s10579-011-9140-5	2
10.1007/s10579-011-9141-4	2
10.1007/s10579-011-9142-3	2
10.1007/s10579-011-9143-2	2
10.1007/s10579-011-9144-1	2
10.1007/s10579-011-9145-0	2
10.1007/s10579-011-9146-z	2
10.1007/s10579-011-9147-y	2
10.1007/s10579-011-9148-x	2
10.1007/s10579-011-9150-3	2
10.1007/s10579-011-9151-2	2
10.1007/s10579-011-9152-1	2
10.1007/s10579-011-9153-0	2
10.1007/s10579-011-9154-z	2
10.1007/s10579-011-9155-y	2
10.1007/s10579-011-9156-x	2
10.1007/s10579-011-9157-9	2
10.1007/s10579-011-9158-8	2
10.1007/s10579-011-9159-7	2
10.1007/s10579-011-9160-1	2
10.1007/s10579-011-9161-0	2
10.1007/s10579-011-9162-z	2
10.1007/s10579-011-9163-y	2
10.1007/s10579-011-9164-x	2
10.1007/s10579-011-9165-9	2
10.1007/s10579-011-9166-8	2
10.1007/s10579-011-9167-7	2
10.1007/s10579-011-9168-6	2
10.1007/s10579-011-9170-z	2
10.1007/s10579-011-9171-y	2
10.1007/s10579-011-9172-x	2
10.1007/s10579-011-9173-9	2
10.1007/s10579-011-9174-8	2
10.1007/s10579-011-9175-7	2
10.1007/s10579-012-9176-1	2
10.1007/s10579-012-9177-0	2
10.1007/s10579-012-9178-z	2
10.1007/s10579-012-9179-y	2
10.1007/s10579-012-9180-5	2
10.1007/s10579-012-9181-4	2
10.1007/s10579-012-9182-3	2
10.1007/s10579-012-9183-2	2
10.1007/s10579-012-9185-0	2
10.1007/s10579-012-9186-z	2
10.1007/s10579-012-9187-y	2
10.1007/s10579-012-9188-x	2
10.1007/s10579-012-9189-9	2
10.1007/s10579-012-9191-2	2
10.1007/s10579-012-9192-1	2
10.1007/s10579-012-9193-0	2
10.1007/s10579-012-9194-z	2
10.1007/s10579-012-9195-y	2
10.1007/s10579-012-9196-x	2
10.1007/s10579-012-9197-9	2
10.1007/s10579-012-9198-8	2
10.1007/s10579-012-9199-7	2
10.1007/s10579-012-9200-5	2
10.1007/s10579-012-9201-4	2
10.1007/s10579-012-9202-3	2
10.1007/s10579-012-9203-2	2
10.1007/s10579-012-9204-1	2
10.1007/s10579-012-9205-0	2
10.1007/s10579-012-9206-z	2
10.1007/s10579-012-9207-y	2
10.1007/s10579-012-9208-x	2
10.1007/s10579-012-9209-9	2
10.1007/s10579-012-9210-3	2
10.1007/s10579-012-9211-2	2
10.1007/s10579-012-9212-1	2
10.1007/s10579-012-9213-0	2
10.1007/s10579-012-9214-z	2
10.1007/s10579-013-9215-6	2
10.1007/s10579-013-9216-5	2
10.1007/s10579-013-9217-4	2
10.1007/s10579-013-9218-3	2
10.1007/s10579-013-9219-2	2
10.1007/s10579-013-9220-9	2
10.1007/s10579-013-9221-8	2
10.1007/s10579-013-9222-7	2
10.1007/s10579-013-9223-6	2
10.1007/s10579-013-9224-5	2
10.1007/s10579-013-9226-3	2
10.1007/s10579-013-9227-2	2
10.1007/s10579-013-9228-1	2
10.1007/s10579-013-9229-0	2
10.1007/s10579-013-9231-6	2
10.1007/s10579-013-9232-5	2
10.1007/s10579-013-9233-4	2
10.1007/s10579-013-9234-3	2
10.1007/s10579-013-9236-1	2
10.1007/s10579-013-9237-0	2
10.1007/s10579-013-9238-z	2
10.1007/s10579-013-9239-y	2
10.1007/s10579-013-9240-5	2
10.1007/s10579-013-9241-4	2
10.1007/s10579-013-9242-3	2
10.1007/s10579-013-9243-2	2
10.1007/s10579-013-9244-1	2
10.1007/s10579-013-9245-0	2
10.1007/s10579-013-9246-z	2
10.1007/s10579-013-9247-y	2
10.1007/s10579-013-9248-x	2
10.1007/s10579-013-9249-9	2
10.1007/s10579-013-9250-3	2
10.1007/s10579-013-9251-2	2
10.1007/s10579-013-9252-1	2
10.1007/s10579-013-9253-0	2
10.1007/s10579-013-9255-y	2
10.1007/s10579-013-9256-x	2
10.1007/s10579-013-9257-9	2
10.1007/s10579-013-9258-8	2
10.1007/s10579-013-9259-7	2
10.1007/s10579-013-9260-1	2
10.1007/s10579-013-9261-0	2
10.1007/s10579-013-9262-z	2
10.1007/s10579-014-9263-6	2
10.1007/s10579-014-9265-4	2
10.1007/s10579-014-9266-3	2
10.1007/s10579-014-9267-2	2
10.1007/s10579-014-9268-1	2
10.1007/s10579-014-9270-7	2
10.1007/s10579-014-9271-6	2
10.1007/s10579-014-9272-5	2
10.1007/s10579-014-9273-4	2
10.1007/s10579-014-9274-3	2
10.1007/s10579-014-9275-2	2
10.1007/s10579-014-9276-1	2
10.1007/s10579-014-9277-0	2
10.1007/s10579-014-9278-z	2
10.1007/s10579-014-9280-5	2
10.1007/s10579-014-9281-4	2
10.1007/s10579-014-9282-3	2
10.1007/s10579-014-9283-2	2
10.1007/s10579-014-9284-1	2
10.1007/s10579-014-9285-0	2
10.1007/s10579-014-9286-z	2
10.1007/s10579-014-9287-y	2
10.1007/s10579-014-9288-x	2
10.1007/s10579-014-9290-3	2
10.1007/s10579-014-9291-2	2
10.1007/s10579-014-9292-1	2
10.1007/s10579-014-9293-0	2
10.1007/s10579-015-9294-7	2
10.1007/s10579-015-9295-6	2
10.1007/s10579-015-9296-5	2
10.1007/s10579-015-9297-4	2
10.1007/s10579-015-9298-3	2
10.1007/s10579-015-9299-2	2
10.1007/s10579-015-9300-0	2
10.1007/s10579-015-9301-z	2
10.1007/s10579-015-9302-y	2
10.1007/s10579-015-9303-x	2
10.1007/s10579-015-9304-9	2
10.1007/s10579-015-9306-7	2
10.1007/s10579-015-9307-6	2
10.1007/s10579-015-9308-5	2
10.1007/s10579-015-9310-y	2
10.1007/s10579-015-9311-x	2
10.1007/s10579-015-9312-9	2
10.1007/s10579-015-9313-8	2
10.1007/s10579-015-9314-7	2
10.1007/s10579-015-9315-6	2
10.1007/s10579-015-9316-5	2
10.1007/s10579-015-9317-4	2
10.1007/s10579-015-9318-3	2
10.1007/s10579-015-9319-2	2
10.1007/s10579-015-9320-9	2
10.1007/s10579-015-9321-8	2
10.1007/s10579-015-9322-7	2
10.1007/s10579-015-9323-6	2
10.1007/s10579-015-9324-5	2
10.1007/s10579-015-9325-4	2
10.1007/s10579-015-9326-3	2
10.1007/s10579-015-9327-2	2
10.1007/s10579-015-9328-1	2
10.1007/s10579-015-9329-0	2
10.1007/s10579-015-9330-7	2
10.1007/s10579-015-9331-6	2
10.1007/s10579-015-9332-5	2
10.1007/s10579-015-9333-4	2
10.1007/s10579-015-9334-3	2
10.1007/s10579-016-9335-x	2
10.1007/s10579-016-9336-9	2
10.1007/s10579-016-9337-8	2
10.1007/s10579-016-9338-7	2
10.1007/s10579-016-9339-6	2
10.1007/s10579-016-9340-0	2
10.1007/s10579-016-9341-z	2
10.1007/s10579-016-9342-y	2
10.1007/s10579-016-9343-x	2
10.1007/s10579-016-9344-9	2
10.1007/s10579-016-9345-8	2
10.1007/s10579-016-9347-6	2
10.1007/s10579-016-9348-5	2
10.1007/s10579-016-9350-y	2
10.1007/s10579-016-9351-x	2
10.1007/s10579-016-9352-9	2
10.1007/s10579-016-9353-8	2
10.1007/s10579-016-9354-7	2
10.1007/s10579-016-9355-6	2
10.1007/s10579-016-9356-5	2
10.1007/s10579-016-9357-4	2
10.1007/s10579-016-9359-2	2
10.1007/s10579-016-9360-9	2
10.1007/s10579-016-9361-8	2
10.1007/s10579-016-9362-7	2
10.1007/s10579-016-9363-6	2
10.1007/s10579-016-9364-5	2
10.1007/s10579-016-9365-4	2
10.1007/s10579-016-9366-3	2
10.1007/s10579-016-9367-2	2
10.1007/s10579-016-9368-1	2
10.1007/s10579-016-9369-0	2
10.1007/s10579-016-9370-7	2
10.1007/s10579-016-9371-6	2
10.1007/s10579-016-9372-5	2
10.1007/s10579-016-9373-4	2
10.1007/s10579-016-9374-3	2
10.1007/s10579-016-9376-1	2
10.1007/s10579-016-9377-0	2
10.1007/s10579-016-9378-z	2
10.1007/s10579-017-9379-6	2
10.1007/s10579-017-9380-0	2
10.1007/s10579-017-9381-z	2
10.1007/s10579-017-9382-y	2
10.1007/s10579-017-9383-x	2
10.1007/s10579-017-9384-9	2
10.1007/s10579-017-9385-8	2
10.1007/s10579-017-9387-6	2
10.1007/s10579-017-9388-5	2
10.1007/s10579-017-9389-4	2
10.1007/s10579-017-9390-y	2
10.1007/s10579-017-9391-x	2
10.1007/s10579-017-9392-9	2
10.1007/s10579-017-9393-8	2
10.1007/s10579-017-9394-7	2
10.1007/s10579-017-9395-6	2
10.1007/s10579-017-9396-5	2
10.1007/s10579-017-9397-4	2
10.1007/s10579-017-9398-3	2
10.1007/s10579-017-9399-2	2
10.1007/s10579-017-9400-0	2
10.1007/s10579-017-9401-z	2
10.1007/s10579-017-9402-y	2
10.1007/s10579-017-9404-9	2
10.1007/s10579-017-9406-7	2
10.1007/s10579-017-9407-6	2
10.1007/s10579-017-9408-5	2
10.1007/s10579-017-9409-4	2
10.1007/s10579-017-9410-y	2
10.1007/s10579-018-9411-5	2
10.1007/s10579-018-9412-4	2
10.1007/s10579-018-9413-3	2
10.1007/s10579-018-9414-2	2
10.1007/s10579-018-9415-1	2
10.1007/s10579-018-9416-0	2
10.1007/s10579-018-9417-z	2
10.1007/s10579-018-9418-y	2
10.1007/s10579-018-9419-x	2
10.1007/s10579-018-9420-4	2
10.1007/s10579-018-9421-3	2
10.1007/s10579-018-9422-2	2
10.1007/s10579-018-9423-1	2
10.1007/s10579-018-9424-0	2
10.1007/s10579-018-9425-z	2
10.1007/s10579-018-9426-y	2
10.1007/s10579-018-9427-x	2
10.1007/s10579-018-9428-9	2
10.1007/s10579-018-9429-8	2
10.1007/s10579-018-9430-2	2
10.1007/s10579-018-9431-1	2
10.1007/s10579-018-9432-0	2
10.1007/s10579-018-9434-y	2
10.1007/s10579-018-9435-x	2
10.1007/s10579-018-9436-9	2
10.1007/s10579-018-9437-8	2
10.1007/s10579-018-9438-7	2
10.1007/s10579-018-9439-6	2
10.1007/s10579-018-9440-0	2
10.1076/0929-6174(200004)07:01;1-3;ft019	2
10.1076/0929-6174(200004)07:01;1-3;ft053	2
10.1076/0929-6174(200004)07:01;1-3;ft065	2
10.1076/0929-6174(200008)07:02;1-z;ft073	2
10.1076/0929-6174(200008)07:02;1-z;ft115	2
10.1076/0929-6174(200008)07:02;1-z;ft121	2
10.1076/0929-6174(200008)07:02;1-z;ft129	2
10.1076/0929-6174(200008)07:02;1-z;ft153	2
10.1076/jqul.10.1.1.16550	2
10.1076/jqul.10.1.41.16549	2
10.1076/jqul.10.2.129.16717	2
10.1076/jqul.10.2.159.16715	2
10.1076/jqul.10.2.193.16711	2
10.1076/jqul.10.2.93.16720	2
10.1076/jqul.6.1.1.4148	2
10.1076/jqul.6.1.29.4145	2
10.1076/jqul.6.1.41.4141	2
10.1076/jqul.6.1.46.4137	2
10.1076/jqul.6.1.58.4144	2
10.1076/jqul.6.1.66.4143	2
10.1076/jqul.6.1.70.4140	2
10.1076/jqul.6.1.78.4147	2
10.1076/jqul.6.2.108.4133	2
10.1076/jqul.6.3.214.6158	2
10.1076/jqul.6.3.222.6166	2
10.1076/jqul.6.3.235.6162	2
10.1076/jqul.6.3.239.6161	2
10.1076/jqul.6.3.252.6165	2
10.1076/jqul.6.3.257.6163	2
10.1076/jqul.6.3.269.6160	2
10.1076/jqul.7.3.189.4114	2
10.1076/jqul.7.3.201.4108	2
10.1076/jqul.7.3.227.4109	2
10.1076/jqul.7.3.233.4105	2
10.1076/jqul.7.3.245.4112	2
10.1076/jqul.8.1.13.4090	2
10.1076/jqul.8.1.1.4091	2
10.1076/jqul.8.1.33.4092	2
10.1076/jqul.8.1.81.4093	2
10.1076/jqul.8.2.101.4104	2
10.1076/jqul.8.3.165.4101	2
10.1076/jqul.8.3.175.4096	2
10.1076/jqul.8.3.187.4095	2
10.1076/jqul.8.3.213.4100	2
10.1076/jqul.8.3.233.4097	2
10.1076/jqul.9.1.1.8480	2
10.1076/jqul.9.1.19.8484	2
10.1076/jqul.9.1.35.8483	2
10.1076/jqul.9.1.49.8482	2
10.1076/jqul.9.1.77.8479	2
10.1076/jqul.9.2.125.8487	2
10.1076/jqul.9.2.187.8486	2
10.1076/jqul.9.2.97.8485	2
10.1076/jqul.9.3.193.14125	2
10.1076/jqul.9.3.215.14124	2
10.1076/jqul.9.3.233.14122	2
10.1076/jqul.9.3.261.14121	2
10.1080/092961070500055335	2
10.1080/0929617042000314912	2
10.1080/0929617042000314921	2
10.1080/0929617042000314930	2
10.1080/0929617042000314958	2
10.1080/0929617042000314976	2
10.1080/09296170500055269	2
10.1080/09296170500055293	2
10.1080/09296170500055301	2
10.1080/09296170500055350	2
10.1080/09296170500055376	2
10.1080/09296170500172403	2
10.1080/09296170500172437	2
10.1080/09296170500172452	2
10.1080/09296170500172478	2
10.1080/09296170500172486	2
10.1080/09296170500172528	2
10.1080/09296170500500603	2
10.1080/09296170500500637	2
10.1080/09296170500500694	2
10.1080/09296170500500777	2
10.1080/09296170500500843	2
10.1080/09296170500500850	2
10.1080/09296170500500884	2
10.1080/09296170500500983	2
10.1080/09296170512331383575	2
10.1080/09296170512331383585	2
10.1080/09296170512331383605	2
10.1080/09296170512331383635	2
10.1080/09296170512331383655	2
10.1080/09296170512331383665	2
10.1080/09296170512331383685	2
10.1080/09296170512331383695	2
10.1080/09296170600850064	2
10.1080/09296170600850072	2
10.1080/09296170600850106	2
10.1080/09296170600850544	2
10.1080/09296170600850585	2
10.1080/09296170600850601	2
10.1080/09296170600850627	2
10.1080/09296170600850700	2
10.1080/09296170600850759	2
10.1080/09296170600855444	2
10.1080/09296170600892538	2
10.1080/09296170701378916	2
10.1080/09296170701378940	2
10.1080/09296170701378957	2
10.1080/09296170701379260	2
10.1080/09296170701379336	2
10.1080/09296170701379369	2
10.1080/09296170701514189	2
10.1080/09296170701514197	2
10.1080/09296170701574209	2
10.1080/09296170701794260	2
10.1080/09296170701794278	2
10.1080/09296170701794286	2
10.1080/09296170701794302	2
10.1080/09296170701803426	2
10.1080/09296170801961801	2
10.1080/09296170801961827	2
10.1080/09296170801961843	2
10.1080/09296170801961934	2
10.1080/09296170802159439	2
10.1080/09296170802159488	2
10.1080/09296170802159512	2
10.1080/09296170802326640	2
10.1080/09296170802326657	2
10.1080/09296170802326681	2
10.1080/09296170802326699	2
10.1080/09296170802514138	2
10.1080/09296170802514146	2
10.1080/09296170802514153	2
10.1080/09296170802514187	2
10.1080/09296170902734156	2
10.1080/09296170902734164	2
10.1080/09296170902734222	2
10.1080/09296170902734248	2
10.1080/09296170902850358	2
10.1080/09296170902975692	2
10.1080/09296170902975742	2
10.1080/09296170903211469	2
10.1080/09296170903211485	2
10.1080/09296170903211519	2
10.1080/09296170903395890	2
10.1080/09296170903395924	2
10.1080/09296170903395957	2
10.1080/09296170903395981	2
10.1080/09296171003642983	2
10.1080/09296171003643098	2
10.1080/09296171003643189	2
10.1080/09296171003643205	2
10.1080/09296171003643213	2
10.1080/09296174.2010.485444	2
10.1080/09296174.2010.485445	2
10.1080/09296174.2010.485447	2
10.1080/09296174.2010.485450	2
10.1080/09296174.2010.512160	2
10.1080/09296174.2010.512161	2
10.1080/09296174.2010.512162	2
10.1080/09296174.2010.512166	2
10.1080/09296174.2010.512168	2
10.1080/09296174.2010.512170	2
