id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight	score<perc dh pubs>	score<perc dh level 1>	score<perc dh level 2>
373867	3053	-0.7717	-0.4541	1	891	1.2774	1357	0	0	0
11986	3054	-0.104	0.1454	5	603	1.1584	1356	0	0	0
46368	3055	0.1008	0.4362	4	552	1.1917	1356	0	0	0
251050	3056	-0.684	-0.3672	1	631	1.1458	1356	0	0	0
833275	3057	-0.6933	-0.142	1	347	1.1142	1356	0	0	0
289894	3058	0.8098	-0.4067	2	290	1.3479	1355	0	0	0
283841	3059	-0.6741	-0.5178	1	903	1.2478	1353	0	0	0
413709	3060	-0.9047	-0.4374	1	735	1.2336	1353	0	0	0
404474	3061	-0.7889	-0.4806	1	795	1.2537	1353	0	0	0
141794	3062	0.3492	-0.2845	2	560	1.2083	1352	0	0	0
351378	3063	-0.3824	-0.3291	5	775	1.17	1352	0	0	0
398781	3064	-0.4217	0.1957	3	879	1.1999	1351	0	0	0
255324	3065	-0.1704	0.9608	3	893	1.4924	1349	0	0	0
159264	3066	-0.5009	-0.3472	1	781	1.2412	1347	0	0	0
360612	3067	-0.1627	0.8368	3	726	1.4063	1344	0	0	0
394504	3068	0.0129	0.8932	3	866	1.3021	1343	0	0	0
529380	3069	-0.7009	-0.1639	1	643	1.2527	1342	0	0	0
390613	3070	-0.2383	0.9273	3	798	1.3962	1341	0	0	0
361720	3071	0.0353	-0.6599	2	347	1.3776	1341	0	0	0
320574	3072	-0.2926	0.3218	4	874	1.3422	1340	0	0	0
428543	3073	0.1822	-0.6104	2	687	1.3518	1340	0	0	0
970000	3074	-0.2901	-0.1222	5	881	1.3388	1338	0	0	0
268060	3075	0.2822	-0.4883	2	412	1.2191	1337	0	0	0
292361	3076	-0.4919	-0.4025	1	851	1.29	1336	0	0	0
133759	3077	-0.5883	-0.4116	1	776	1.1811	1336	0	0	0
418886	3078	0.6649	0.0297	4	938	1.3475	1335	0	0	0
271807	3079	-0.3123	-0.2579	5	385	1.1021	1334	0	0	0
414595	3080	0.7122	-0.4662	2	295	1.2325	1332	0	0	0
90327	3081	-0.5428	0.4439	3	406	1.1365	1329	0	0	0
427150	3082	-0.2942	-0.3127	5	526	1.1231	1328	0	0	0
154902	3083	1.0323	-0.127	2	305	1.1637	1327	0	0	0
420192	3084	1.1672	-0.2524	6	186	1.1051	1326	0	0	0
130972	3085	-0.2062	0.4829	3	666	1.165	1326	0	0	0
412477	3086	0.0103	0.986	3	398	1.1991	1326	0	0	0
384917	3087	0.2139	0.1168	5	393	1.1527	1325	0	0	0
325170	3088	-0.6472	-0.459	1	894	1.2839	1325	0	0	0
325269	3089	-0.2734	-0.2928	5	685	1.1879	1322	0	0	0
450921	3090	-0.4207	0.3916	3	675	1.1475	1321	0	0	0
422563	3091	-0.2641	0.8287	3	801	1.2928	1316	0	0	0
48272	3092	-0.0275	0.9776	3	618	1.2253	1316	0	0	0
412942	3093	0.1838	0.4403	3	1037	1.3794	1314	0	0	0
414505	3094	0.2306	0.5133	4	635	1.1381	1313	0	0	0
370445	3095	-0.2933	-0.4566	1	909	1.265	1313	0	0	0
340774	3096	-0.0873	0.9317	3	901	1.6332	1313	0	0	0
211870	3097	1.0111	-0.1931	2	254	1.1555	1313	0	0	0
265714	3098	0.3967	0.6269	4	522	1.2085	1311	0	0	0
402869	3099	-0.4073	-0.4534	1	780	1.1787	1311	0	0	0
202030	3100	0.1012	0.8578	3	476	1.2081	1311	0	0	0
379972	3101	-0.8649	-0.3863	1	497	1.1469	1310	0	0	0
212475	3102	0.7846	0.1385	4	397	1.1199	1310	0	0	0
402845	3103	-0.8205	-0.3984	1	519	1.1184	1309	0	0	0
426708	3104	-0.763	-0.3005	1	966	1.2354	1308	0	0	0
343554	3105	0.9681	-0.4782	2	294	1.3008	1307	0	0	0
428320	3106	0.2091	-0.6154	2	361	1.3033	1306	0	0	0
18689	3107	-0.1599	0.9824	3	788	1.3836	1306	0	0	0
393567	3108	-0.2416	0.0091	1	342	1.0828	1304	0	0	0
389161	3109	0.3633	-0.489	2	540	1.3586	1303	0	0	0
420504	3110	0.6208	-0.1997	2	571	1.1804	1303	0	0	0
1065406	3111	-0.1231	0.8926	3	977	1.6353	1301	0	0	0
330792	3112	-0.9189	-0.4277	1	352	1.1278	1300	0	0	0
232339	3113	0.3152	0.3056	4	727	1.1364	1297	0	0	0
292620	3114	-0.1648	-0.0629	5	536	1.1333	1293	0	0	0
292351	3115	-0.1215	1.0104	3	752	1.3346	1291	0	0	0
364564	3116	0.2207	0.1143	5	456	1.1581	1288	0	0	0
429601	3117	-0.8563	-0.2181	1	352	1.1744	1288	0	0	0
427681	3118	-0.7353	-0.1617	1	714	1.2289	1288	0	0	0
248199	3119	-0.1427	0.946	3	674	1.2977	1287	0	0	0
283923	3120	0.2237	-0.6201	2	321	1.1872	1287	0	0	0
60745	3121	0.3563	-0.5231	2	519	1.3156	1286	0	0	0
274277	3122	-0.6309	-0.3831	1	399	1.0927	1283	0	0	0
373566	3123	0.303	-0.5831	2	449	1.1651	1282	0	0	0
324562	3124	-0.3872	-0.3245	5	548	1.2038	1282	0	0	0
345783	3125	0.5959	0.2638	4	410	1.1193	1281	0	0	0
351950	3126	-0.6949	-0.3973	1	601	1.1662	1281	0	0	0
402817	3127	-0.4255	-0.4079	5	591	1.1748	1280	0	0	0
380791	3128	-0.1887	-0.2488	5	357	1.1757	1279	0	0	0
323322	3129	-0.6133	-0.3129	1	657	1.1593	1278	0	0	0
352476	3130	0.8111	-0.4377	2	375	1.338	1278	0	0	0
402348	3131	-0.8097	-0.5252	1	770	1.2346	1278	0	0	0
396739	3132	0.7798	-0.5109	2	624	1.5063	1278	0	0	0
353354	3133	-0.8592	-0.321	1	365	1.102	1278	0	0	0
404328	3134	-0.1352	1.0209	3	728	1.3254	1278	0	0	0
1279155	3135	0.6924	-0.5366	2	600	1.5809	1277	0	0	0
329083	3136	0.4856	0.4746	4	486	1.0997	1276	0	0	0
193877	3137	0.5443	-0.6036	2	389	1.2781	1276	0	0	0
345338	3138	-0.0118	0.9714	3	510	1.1979	1272	0	0	0
348801	3139	-0.9049	-0.4106	1	366	1.1708	1271	0	0	0
411105	3140	0.2665	0.5313	4	595	1.1988	1270	0	0	0
211360	3141	-0.2626	-0.3027	1	692	1.201	1269	0	0	0
410885	3142	0.4454	-0.1703	5	407	1.144	1268	0	0	0
222332	3143	0.7152	-0.6664	2	299	1.3896	1268	0	0	0
423279	3144	-0.1861	0.9213	3	1276	1.7452	1266	0	0	0
366355	3145	-0.7139	-0.3324	1	782	1.2184	1265	0	0	0
263378	3146	-0.1619	0.2205	5	531	1.1731	1264	0	0	0
372025	3147	-0.2331	1.0394	3	530	1.1831	1262	0	0	0
324775	3148	0.0635	-0.4492	2	676	1.353	1258	0	0	0
308796	3149	1.0587	-0.5757	2	329	1.6427	1257	0	0	0
395436	3150	0.2984	0.6831	3	557	1.1686	1257	0	0	0
394016	3151	1.4073	-0.2883	6	150	1.4804	1257	0	0	0
228961	3152	0.178	0.0799	4	1619	1.3692	1256	0	0	0
335451	3153	-0.4165	-0.3707	1	465	1.117	1255	0	0	0
355810	3154	0.0419	-0.5285	2	748	1.294	1254	0	0	0
266688	3155	-0.3118	0.5119	3	649	1.1382	1253	0	0	0
403601	3156	0.2621	0.7106	4	546	1.1876	1250	0	0	0
396225	3157	0.6281	-0.4261	2	548	1.4261	1250	0	0	0
428990	3158	0.559	-0.3314	2	445	1.2098	1248	0	0	0
9761	3159	0.5963	-0.5012	2	543	1.2131	1248	0	0	0
388095	3160	1.5828	-0.3272	6	201	1.3678	1248	0	0	0
373414	3161	-0.6654	-0.4892	1	855	1.2211	1243	0	0	0
370225	3162	0.5269	-0.508	2	573	1.4349	1243	0	0	0
249347	3163	0.039	0.5376	3	1331	1.4196	1243	0	0	0
1179423	3164	0.802	-0.4752	2	484	1.3887	1242	0	0	0
292887	3165	-0.5037	-0.3103	1	609	1.1397	1240	0	0	0
103777	3166	-0.7763	-0.4817	1	928	1.2955	1239	0	0	0
8957	3167	0.0757	-0.6453	2	570	1.6227	1238	0	0	0
345544	3168	0.6845	-0.4975	2	451	1.4274	1237	0	0	0
422935	3169	-0.1221	0.916	3	702	1.3546	1237	0	0	0
410745	3170	-0.558	-0.4774	1	779	1.2386	1235	0	0	0
281008	3171	0.5713	0.2557	4	600	1.1896	1235	0	0	0
327625	3172	-0.2946	0.8904	3	744	1.2465	1234	0	0	0
319904	3173	0.5229	-0.1774	5	227	1.1075	1234	0	0	0
363496	3174	-0.7097	-0.1625	1	566	1.1388	1233	0	0	0
