id	level	doi
pub.1033680866	2	10.1007/s00799-003-0071-7
pub.1033687888	2	10.1007/s007990100045
pub.1033695735	2	10.1007/s00146-004-0302-5
pub.1033697202	2	10.1162/coli_a_00035
pub.1033704128	2	10.1162/coli_a_00073
pub.1033718503	2	10.1007/s00799-005-0127-y
pub.1033719883	2	10.1007/s00799-008-0047-8
pub.1033724922	1	10.1145/2050096.2050097
pub.1033725398	2	10.1007/s10579-016-9336-9
pub.1033742160	2	10.1108/dlp-10-2015-0020
pub.1033750036	2	10.1007/s00799-012-0088-x
pub.1033751930	1	10.1080/13569780802054927
pub.1033757619	2	10.1007/s00146-013-0478-7
pub.1033769364	2	10.1162/coli_a_00151
pub.1033776757	2	10.1162/coli_a_00124
pub.1033790700	2	10.1108/10650750710748405
pub.1033822871	2	10.1007/s10579-006-9008-2
pub.1033833033	1	10.1080/13569783.2015.1059741
pub.1033834101	2	10.1007/s00146-005-0013-6
pub.1033837638	2	10.1007/s10579-009-9114-z
pub.1033841437	2	10.1080/09296174.2012.685305
pub.1033850632	2	10.1076/jqul.10.2.93.16720
pub.1033924239	2	10.1023/b:chum.0000031171.79841.02
pub.1033927233	2	10.1108/oclc-05-2013-0014
pub.1033928189	2	10.1007/s00146-003-0257-y
pub.1033935875	1	10.1080/13569780308329
pub.1033971062	2	10.1007/s10579-008-9079-3
pub.1033971634	2	10.1162/coli_a_00111
pub.1033973066	1	10.1080/13569780500103976
pub.1034008210	1	10.1080/13569783.2014.928007
pub.1034011728	1	10.1080/13569780500103562
pub.1034017745	2	10.1007/s10579-011-9172-x
pub.1034024488	2	10.1023/a:1002632712378
pub.1034036383	2	10.1007/s10579-013-9262-z
pub.1034094053	2	10.1007/s10579-015-9332-5
pub.1034136262	2	10.1108/10650750110383596
pub.1034217434	2	10.1108/oclc-12-2014-0037
pub.1034287510	2	10.1108/oclc-07-2013-0028
pub.1034318676	2	10.1007/s10579-013-9220-9
pub.1034333700	2	10.1007/s00146-009-0188-3
pub.1034356742	2	10.1007/s10579-012-9197-9
pub.1034357905	1	10.1093/llc/fqv048
pub.1034409764	2	10.1023/a:1002075505432
pub.1034411219	2	10.1007/s00146-005-0335-4
pub.1034431181	2	10.1007/s00146-016-0677-0
pub.1034436186	2	10.1007/s00146-014-0560-9
pub.1034440010	2	10.1162/089120101317066113
pub.1034468543	2	10.1007/s10579-007-9052-6
pub.1034476049	2	10.1007/s10579-008-9074-8
pub.1034490737	2	10.1007/s00146-013-0517-4
pub.1034491183	1	10.1080/13569783.2011.541598
pub.1034496144	2	10.1007/s10579-013-9232-5
pub.1034506905	2	10.1007/s00146-011-0334-6
pub.1034509963	2	10.1007/s00146-007-0150-1
pub.1034522485	2	10.1080/09296174.2016.1169847
pub.1034542060	1	10.1080/13569783.2015.1059271
pub.1034547314	1	10.1093/llc/fqv046
pub.1034569909	2	10.1162/coli_a_00202
pub.1034586457	2	10.1080/09296174.2013.773136
pub.1034622717	1	10.1145/2637485
pub.1034657431	1	10.1145/2460376.2460380
pub.1034660261	2	10.1007/s00799-011-0075-7
pub.1034676780	1	10.1080/13569780701825419
pub.1034691380	2	10.1007/s00146-014-0538-7
pub.1034694567	2	10.1007/s00146-009-0254-x
pub.1034699934	2	10.1007/s00799-010-0060-6
pub.1034717585	2	10.1007/s10579-007-9041-9
pub.1034816615	2	10.1007/s00799-009-0050-8
pub.1034832715	2	10.1162/coli.2008.07-017-r1-06-83
pub.1034870483	1	10.1080/13569780120113184
pub.1034873919	1	10.1145/1921614.1921617
pub.1034874832	2	10.1007/s00146-016-0671-6
pub.1034891202	1	10.1145/2822899
pub.1034894023	2	10.1007/s00799-004-0097-5
pub.1034894249	2	10.1007/s10579-009-9081-4
pub.1034922528	2	10.1023/b:chum.0000009291.06947.52
pub.1034960280	2	10.1007/s00146-012-0415-1
pub.1034963933	2	10.1007/s10579-005-2696-1
pub.1034975929	1	10.1080/13569783.2016.1189821
pub.1034983501	2	10.1108/10650750110394657
pub.1035018764	1	10.1145/2629693
pub.1035036896	2	10.1007/s00146-009-0261-y
pub.1035053302	1	10.1080/13569780902868713
pub.1035064695	2	10.1162/coli.2007.33.3.437
pub.1035072140	2	10.1162/coli_a_00008
pub.1035084940	2	10.1162/089120101753342680
pub.1035088844	2	10.1007/s00799-007-0032-7
pub.1035096010	1	10.1145/1841317.1841322
pub.1035106268	2	10.1007/s00146-011-0333-7
pub.1035130562	2	10.1162/coli_a_00112
pub.1035171891	2	10.1007/s10579-016-9352-9
pub.1035181454	2	10.1007/s10579-015-9304-9
pub.1035182023	1	10.1080/1356978042000255076
pub.1035219385	2	10.1162/coli_a_00253
pub.1035267947	2	10.1023/a:1002423406899
pub.1035303115	2	10.1007/s00799-007-0008-7
pub.1035312873	2	10.1007/s00799-003-0057-5
pub.1035325833	2	10.1007/s00146-006-0069-y
pub.1035334427	2	10.1080/09296170500055467
pub.1035406565	2	10.1162/coli.2007.33.1.63
pub.1035432505	1	10.1080/13569783.2011.566989
pub.1035449061	2	10.1007/s10579-006-9006-4
pub.1035471743	2	10.1162/coli_a_00126
pub.1035482110	1	10.1080/1356978022000008009
pub.1035486158	1	10.1080/13569780802410657
pub.1035497169	2	10.1007/s10579-006-9007-3
pub.1035526532	2	10.1080/0929617042000314985
pub.1035528950	2	10.1007/s10579-007-9032-x
pub.1035597417	1	10.1145/1709091.1709092
pub.1035633452	2	10.1162/coli_a_00003
pub.1035637374	2	10.1007/s00146-013-0447-1
pub.1035659519	1	10.1080/13569780120113157
pub.1035687716	2	10.1162/coli_a_00160
pub.1035716063	2	10.1007/s10579-016-9345-8
pub.1035719563	2	10.1007/s00146-015-0585-8
pub.1035745400	2	10.1007/s00799-007-0020-y
pub.1035787082	2	10.1007/s00799-012-0097-9
pub.1035797009	2	10.1080/09296174.2014.945869
pub.1035802357	2	10.1023/a:1002463718479
pub.1035832353	2	10.1007/s00146-014-0566-3
pub.1035838124	2	10.1007/s00146-011-0323-9
pub.1035843215	2	10.1007/s00146-011-0364-0
pub.1035866981	2	10.1108/oclc-07-2013-0026
pub.1035868683	2	10.1007/s10579-008-9072-x
pub.1035888700	1	10.1145/2532630.2512883
pub.1035894760	2	10.1080/09296174.2015.1037157
pub.1035933709	2	10.1007/s00146-003-0250-5
pub.1035982094	2	10.1080/09296174.2011.556003
pub.1036046566	2	10.1007/s001460200023
pub.1036092490	2	10.1007/s10579-005-7885-4
pub.1036097316	2	10.1080/09296174.2011.608606
pub.1036105765	2	10.1007/s10579-009-9085-0
pub.1036106516	2	10.1007/s10579-016-9365-4
pub.1036110509	2	10.1007/s00799-010-0062-4
pub.1036129662	2	10.1007/s00146-014-0556-5
pub.1036147179	1	10.1080/13569780701560388
pub.1036181600	2	10.1007/s10579-015-9315-6
pub.1036203494	2	10.1007/s10579-016-9348-5
pub.1036205223	1	10.1145/2614567
pub.1036235739	2	10.1007/s00146-009-0195-4
pub.1036272918	1	10.1145/2966985
pub.1036316214	2	10.1162/coli_a_00141
pub.1036352626	2	10.1080/09296174.2010.485447
pub.1036389942	1	10.1080/13569780500276020
pub.1036412114	2	10.1162/coli_a_00040
pub.1036426261	2	10.1162/coli_a_00203
pub.1036469443	2	10.1108/eum0000000005818
pub.1036494204	2	10.1007/s10579-011-9156-x
pub.1036511413	2	10.1023/a:1021818600001
pub.1036514093	2	10.1162/coli_a_00199
pub.1036565291	2	10.1007/s00146-016-0678-z
pub.1036573187	2	10.1007/s10579-016-9351-x
pub.1036616060	2	10.1108/10650750310508108
pub.1036622873	2	10.1007/s00146-016-0664-5
pub.1036626822	2	10.1080/09296170903395890
pub.1036684652	2	10.1023/a:1025087115665
pub.1036694805	2	10.1108/oclc-10-2012-0040
pub.1036712514	2	10.1007/s00799-014-0135-x
pub.1036735586	2	10.1162/coli.2006.32.2.273
pub.1036749640	2	10.1007/s00799-004-0100-1
pub.1036762587	2	10.1007/s10579-016-9373-4
pub.1036791725	2	10.1007/s00799-014-0128-9
pub.1036794363	2	10.1007/s00799-016-0195-1
pub.1036843687	2	10.1007/s00146-011-0317-7
pub.1036863710	2	10.1108/10650750510612362
pub.1036874456	2	10.1023/a:1020260012525
pub.1036893341	1	10.1080/13569783.2013.787255
pub.1036894946	2	10.1108/10650750010345256
pub.1036919247	2	10.1007/s00146-009-0219-0
pub.1036935724	2	10.1007/s10579-012-9199-7
pub.1036938365	2	10.1007/s00799-012-0094-z
pub.1036968249	1	10.1080/13569783.2013.810929
pub.1036981757	2	10.1162/089120103322145306
pub.1037002438	2	10.1007/s10579-006-9012-6
pub.1037038753	2	10.1162/coli.2007.33.4.553
pub.1037076869	2	10.1007/s00146-006-0051-8
pub.1037083626	1	10.1145/1658346.1658347
pub.1037101681	2	10.1007/s10579-007-9035-7
pub.1037147891	1	10.1080/13569780600671138
pub.1037149029	1	10.1080/13569783.2010.512190
pub.1037210976	2	10.1007/s00146-013-0461-3
pub.1037240459	2	10.1080/09296174.2015.1071147
pub.1037241708	2	10.1108/10650751011018455
pub.1037264568	2	10.1162/0891201042544884
pub.1037281706	2	10.1080/09296170500055376
pub.1037335478	2	10.1007/s00146-005-0003-8
pub.1037344958	2	10.1007/s00799-007-0013-x
pub.1037377805	2	10.1080/09296174.2013.856130
pub.1037387433	2	10.1007/s00146-007-0148-8
pub.1037429981	2	10.1162/coli_a_00207
pub.1037439030	2	10.1162/coli_a_00173
pub.1037480996	2	10.1007/s00146-014-0536-9
pub.1037488701	1	10.1080/13569783.2011.617099
pub.1037498277	2	10.1162/089120104773633376
pub.1037506078	2	10.1162/coli_a_00061
pub.1037551312	2	10.1162/coli.2009.35.4.35409
pub.1037565092	2	10.1007/s10579-005-2695-2
pub.1037592844	2	10.1080/09296174.2016.1142324
pub.1037599540	2	10.1080/09296170512331383655
pub.1037607918	2	10.1162/coli.07-031-r2-06-98
pub.1037608674	2	10.1007/s00799-015-0165-z
pub.1037612732	1	10.1080/13569780308324
pub.1037625077	1	10.1080/13569783.2014.954812
pub.1037628310	2	10.1023/a:1022673822140
pub.1037649906	2	10.1007/s00146-012-0428-9
pub.1037723137	2	10.1080/09296174.2015.1071151
pub.1037726735	2	10.1007/s10579-009-9083-2
pub.1037751211	1	10.1145/1658346.1658348
pub.1037755695	2	10.1007/s00146-013-0504-9
pub.1037763462	1	10.1080/13569783.2013.787254
pub.1037789186	2	10.1007/s10579-011-9143-2
pub.1037815544	2	10.1007/s10579-015-9302-y
pub.1037829434	2	10.1076/0929-6174(200008)07:02;1-z;ft129
pub.1037830130	2	10.1108/10650750510631703
pub.1037847175	2	10.1080/09296174.2014.1001636
pub.1037847825	1	10.1145/1957825.1957826
pub.1037865092	2	10.1007/s10579-010-9131-y
pub.1037883103	2	10.1162/coli_a_00034
pub.1037950525	2	10.1007/s00146-015-0597-4
pub.1037961033	1	10.1080/13569780701560636
pub.1037963271	2	10.1108/10650750810847215
pub.1038003129	2	10.1162/coli_a_00241
pub.1038022954	2	10.1162/089120100561593
pub.1038033709	2	10.1007/s00799-004-0095-7
pub.1038034146	2	10.1108/10650750910982584
pub.1038054242	2	10.1007/s00146-011-0328-4
pub.1038081945	2	10.1080/0929617042000314958
pub.1038083883	2	10.1007/s00146-009-0234-1
pub.1038120687	2	10.1108/10650750810914201
pub.1038126973	2	10.1007/s00146-005-0028-z
pub.1038128752	2	10.1007/s00799-011-0073-9
pub.1038174702	2	10.1007/s10579-015-9325-4
pub.1038185961	1	10.1080/13569780500053098
pub.1038223589	1	10.1080/13569780802054844
pub.1038241168	2	10.1162/0891201042544938
pub.1038256984	2	10.1007/s00146-009-0220-7
pub.1038261035	2	10.1162/089120101300346796
pub.1038294449	2	10.1162/coli.2007.33.4.469
pub.1038295460	2	10.1007/s00146-007-0131-4
pub.1038297397	1	10.1145/2399180.2399184
pub.1038307262	1	10.1080/13569780802410632
pub.1038311860	2	10.1076/0929-6174(200008)07:02;1-z;ft073
pub.1038335227	2	10.1007/s00146-007-0141-2
pub.1038340258	2	10.1162/coli.2010.36.1.36100
pub.1038377466	2	10.1007/s10579-014-9284-1
pub.1038389424	2	10.1007/s10579-011-9154-z
pub.1038438687	2	10.1007/s10579-014-9267-2
pub.1038479519	2	10.1162/coli.2008.34.2.311
pub.1038479900	2	10.1162/coli.2009.35.4.35405
pub.1038511487	2	10.1007/s00146-013-0487-6
pub.1038515670	2	10.1162/0891201042544929
pub.1038560809	1	10.1080/13569783.2014.983467
pub.1038568488	1	10.1080/13569780600900636
pub.1038568536	1	10.1145/1367080.1367085
pub.1038568972	2	10.1108/oclc-02-2014-0009
pub.1038572021	2	10.1108/10650750710776413
pub.1038592808	2	10.1108/10650751111164560
pub.1038612324	2	10.1108/10650750910982539
pub.1038614816	2	10.1007/s00799-005-0125-0
pub.1038632369	2	10.1007/s00146-012-0394-2
pub.1038669900	1	10.1080/13569783.2012.701444
pub.1038671557	2	10.1080/09296170802514153
pub.1038678705	2	10.1162/coli_a_00108
pub.1038703884	2	10.1162/089120103322753356
pub.1038736586	1	10.1145/2757283
pub.1038774311	2	10.1007/s00146-010-0304-4
pub.1038793661	2	10.1007/s10579-010-9135-7
pub.1038813755	2	10.1108/10650751211279120
pub.1038858318	2	10.1007/s00146-007-0166-6
pub.1038863352	2	10.1007/s10579-013-9260-1
pub.1038877534	2	10.1007/s007999900020
pub.1038882770	2	10.1007/s00146-004-0301-6
pub.1038883913	2	10.1007/s00146-009-0191-8
pub.1038884499	1	10.1080/13569783.2011.566992
pub.1038889033	1	10.1080/13569780802054836
pub.1038914475	2	10.1007/s00146-009-0213-6
pub.1038950960	2	10.1162/coli_a_00163
pub.1038952875	1	10.1080/13569780500437705
pub.1038960068	2	10.1007/s10579-009-9089-9
pub.1038961626	2	10.1023/a:1025779619903
pub.1038991195	2	10.1162/coli.2007.33.1.105
pub.1039005827	2	10.1007/bf01205735
pub.1039015840	2	10.1023/a:1025019216574
pub.1039020527	2	10.1162/coli_a_00209
pub.1039026494	1	10.1080/13569783.2015.1059265
pub.1039049413	2	10.1007/s00799-004-0102-z
pub.1039072795	1	10.1080/13569780802054919
pub.1039103676	2	10.1007/s10579-009-9111-2
pub.1039113763	1	10.1080/13569780903072125
pub.1039114219	2	10.1080/09296171003643189
pub.1039133286	1	10.1080/13569783.2011.589999
pub.1039147236	2	10.1162/coli.2006.32.3.439
pub.1039162750	1	10.1080/13569783.2015.1022143
pub.1039179933	2	10.1007/s00146-014-0557-4
pub.1039192026	1	10.1080/13569783.2015.1065726
pub.1039211760	1	10.1093/llc/fqw012
pub.1039225247	2	10.1162/coli_a_00122
pub.1039233303	2	10.1007/s00146-010-0310-6
pub.1039247805	2	10.1007/s10579-008-9078-4
pub.1039280467	2	10.1162/089120100750105920
pub.1039327544	2	10.1108/oclc-03-2014-0020
pub.1039342227	2	10.1162/coli.06-78-prep14
pub.1039355925	2	10.1007/s00146-015-0605-8
pub.1039391445	2	10.1007/s00146-010-0267-5
pub.1039457692	2	10.1076/jqul.9.1.77.8479
pub.1039468856	1	10.1145/2994151
pub.1039474241	2	10.1007/s00146-016-0654-7
pub.1039485835	2	10.1007/s00146-003-0285-7
pub.1039536116	2	10.1007/s00146-014-0565-4
pub.1039551142	2	10.1007/s00799-008-0046-9
pub.1039596854	2	10.1080/09296174.2014.882184
pub.1039599988	2	10.1023/a:1002681919510
pub.1039630706	2	10.1162/089120102762671972
pub.1039647794	2	10.1007/s00146-015-0590-y
pub.1039668590	2	10.1007/s00146-010-0265-7
pub.1039698674	2	10.1007/s007990100040
pub.1039766111	2	10.1007/s007999900016
pub.1039774098	2	10.1023/a:1002633105432
pub.1039818558	2	10.1023/a:1017569003556
pub.1039819618	2	10.1023/a:1014325032412
pub.1039821385	2	10.1023/a:1025720518994
pub.1039838754	2	10.1162/089120103322753365
pub.1039842761	1	10.1080/13569780120113111
pub.1039848683	2	10.1162/coli_r_00116
pub.1039899040	2	10.1162/coli.2009.35.4.35402
pub.1039904713	2	10.1007/s00799-012-0080-5
pub.1039906599	2	10.1076/0929-6174(200008)07:02;1-z;ft153
pub.1039940798	2	10.1007/s00146-013-0452-4
pub.1039981161	2	10.1007/s00146-010-0288-0
pub.1039983561	2	10.1007/s00146-003-0271-0
pub.1039986647	2	10.1007/bf01205738
pub.1040042141	2	10.1108/10650750210450121
pub.1040070729	2	10.1007/s00799-016-0172-8
pub.1040112596	2	10.1007/s10579-008-9073-9
pub.1040149113	2	10.1162/coli.2006.32.1.1
pub.1040161084	2	10.1007/s00146-007-0130-5
pub.1040252996	2	10.1007/s00799-012-0086-z
pub.1040271475	2	10.1108/oclc-01-2014-0005
pub.1040279725	1	10.1080/13569783.2013.836915
pub.1040280730	2	10.1162/coli_a_00032
pub.1040283203	2	10.1007/s10579-015-9319-2
pub.1040285211	2	10.1007/s00146-009-0222-5
pub.1040289699	2	10.1007/s10579-013-9237-0
pub.1040303827	1	10.1145/1957825.1957827
pub.1040309693	2	10.1007/s00799-014-0120-4
pub.1040316165	2	10.1162/coli.2008.34.2.257
pub.1040319422	2	10.1007/s10579-012-9188-x
pub.1040331225	2	10.1080/09296174.2014.944327
pub.1040359514	2	10.1007/s00146-015-0623-6
pub.1040420679	1	10.1145/2499931.2499934
pub.1040443527	2	10.1080/09296174.2011.533592
pub.1040484420	2	10.1162/coli_a_00097
pub.1040485291	1	10.1080/13569783.2015.1059740
pub.1040515653	2	10.1162/coli_r_00041
pub.1040525434	1	10.1080/13569783.2013.810926
pub.1040542705	2	10.1108/10650750010354139
pub.1040559698	2	10.1007/s00146-006-0070-5
pub.1040591918	2	10.1162/coli.2006.32.1.83
pub.1040604927	2	10.1108/oclc-06-2014-0026
pub.1040618496	2	10.1007/s10579-010-9116-x
pub.1040704149	1	10.1080/13569783.2014.928012
pub.1040708172	2	10.1162/coli_a_00049
pub.1040718601	2	10.1007/s00146-009-0258-6
pub.1040731952	2	10.1007/s10579-016-9355-6
pub.1040758514	1	10.1080/13569783.2012.756178
pub.1040769819	2	10.1007/s00799-012-0078-z
pub.1040854528	2	10.1162/089120103322711587
pub.1040886279	1	10.1093/llc/fqu018
pub.1040921886	1	10.1080/13569780500103836
pub.1040924529	2	10.1007/s00146-013-0482-y
pub.1040927256	1	10.1080/13569783.2013.810928
pub.1040947621	2	10.1007/s00799-015-0138-2
pub.1040949779	2	10.1162/coli_a_00226
pub.1040952550	2	10.1007/s10579-006-9009-1
pub.1040989738	1	10.1145/2983917
pub.1040997998	1	10.1080/13569780500103877
pub.1041002381	2	10.1007/s00799-015-0164-0
pub.1041015980	2	10.1162/coli.2008.34.2.289
pub.1041050487	2	10.1007/s00146-006-0052-7
pub.1041064343	2	10.1108/10650750610640757
pub.1041083558	2	10.1162/coli_a_00220
pub.1041105684	2	10.1007/s00146-013-0530-7
pub.1041177483	2	10.1162/coli_a_00084
pub.1041177977	2	10.1007/s00146-005-0011-8
pub.1041242342	2	10.1007/s00146-013-0462-2
pub.1041259647	2	10.1007/s00799-004-0105-9
pub.1041268357	2	10.1007/s10579-012-9183-2
pub.1041292174	2	10.1162/0891201054224002
pub.1041315918	2	10.1007/s10579-006-9010-8
pub.1041350356	1	10.1145/2739049
pub.1041377335	2	10.1007/s10579-011-9174-8
pub.1041387932	2	10.1007/s00146-014-0569-0
pub.1041389955	2	10.1162/coli_r_00089
pub.1041396142	1	10.1080/13569783.2016.1192948
pub.1041408523	2	10.1080/09296174.2015.1106268
pub.1041434496	1	10.1080/13569780600900651
pub.1041467313	2	10.1007/s00799-007-0009-6
pub.1041469135	2	10.1023/a:1026591719273
pub.1041469457	2	10.1007/s00146-006-0059-0
pub.1041475098	2	10.1108/10650750310481775
pub.1041480743	2	10.1080/09296174.2012.638797
pub.1041485450	1	10.1145/1367080.1367084
pub.1041488760	1	10.1080/13569783.2014.928010
pub.1041489940	2	10.1007/s00146-012-0390-6
pub.1041490311	1	10.1145/2399180.2399183
pub.1041522317	1	10.1145/2810040
pub.1041522388	2	10.1007/s00146-010-0272-8
pub.1041528882	2	10.1007/s00146-012-0412-4
pub.1041587864	2	10.1162/coli.2006.32.1.49
pub.1041606050	2	10.1007/s00146-015-0592-9
pub.1041657438	2	10.1162/coli_a_00278
pub.1041657459	2	10.1162/coli_a_00063
pub.1041691953	2	10.1108/oclc-06-2013-0016
pub.1041705206	2	10.1007/s00146-004-0304-3
pub.1041735967	2	10.1007/s00146-012-0381-7
pub.1041750416	2	10.1007/s10579-016-9369-0
pub.1041788465	2	10.1080/09296174.2011.581849
pub.1041792243	2	10.1007/s10579-011-9170-z
pub.1041808343	2	10.1080/09296174.2013.830549
pub.1041827496	1	10.1080/13569783.2015.1126173
pub.1041830291	2	10.1108/10650750810898183
pub.1041836722	2	10.1007/s00146-004-0298-x
pub.1041840787	1	10.1080/13569780701560669
pub.1041853494	1	10.1080/13569783.2016.1189820
pub.1041872830	1	10.1080/13569783.2013.872425
pub.1041890998	2	10.1080/09296174.2011.608602
pub.1041905563	2	10.1108/10650751111135418
pub.1041935655	2	10.1162/089120100750105966
pub.1041943179	2	10.1007/s00799-004-0078-8
pub.1041961036	2	10.1007/s10579-015-9317-4
pub.1042056516	2	10.1162/coli_a_00010
pub.1042070951	2	10.1007/s00146-013-0527-2
pub.1042089786	1	10.1080/13569780903072224
pub.1042100378	2	10.1162/coli.2007.33.2.271
pub.1042163310	2	10.1108/oclc-10-2013-0036
pub.1042220119	2	10.1162/coli_a_00134
pub.1042267222	2	10.1007/s00799-015-0152-4
pub.1042269921	2	10.1162/coli.2006.32.1.13
pub.1042274850	2	10.1007/s00146-010-0306-2
pub.1042283539	1	10.1145/2567652
pub.1042287856	2	10.1007/bf01205744
pub.1042299760	2	10.1007/s00146-006-0063-4
pub.1042362389	2	10.1007/s10579-016-9359-2
pub.1042364152	1	10.1080/13569783.2014.928009
pub.1042377269	2	10.1007/s10579-016-9357-4
pub.1042395572	2	10.1108/10650751211279111
pub.1042407333	1	10.1080/13569783.2015.1059264
pub.1042446240	2	10.1162/coli_a_00169
pub.1042452308	2	10.1108/10650750510629634
pub.1042472450	2	10.1080/09296174.2013.856131
pub.1042548455	2	10.1162/coli_a_00079
pub.1042563670	2	10.1023/a:1002646129893
pub.1042577858	2	10.1080/09296174.2015.1071149
pub.1042603011	2	10.1080/09296170802514187
pub.1042604060	2	10.1007/s00799-008-0049-6
pub.1042637788	2	10.1162/089120103321337421
pub.1042644524	2	10.1007/s00146-005-0334-5
pub.1042648941	2	10.1007/s10579-009-9108-x
pub.1042678486	2	10.1007/s00146-010-0305-3
pub.1042705188	2	10.1007/s00146-012-0426-y
pub.1042705532	2	10.1007/s00799-016-0185-3
pub.1042712542	2	10.1108/10650751011018446
pub.1042725312	2	10.1007/s10579-015-9307-6
pub.1042749912	1	10.1145/2583115
pub.1042755743	2	10.1108/dlp-07-2015-0008
pub.1042773370	2	10.1162/coli_a_00092
pub.1042811293	2	10.1007/s00146-009-0225-2
pub.1042849481	1	10.1080/13569783.2014.911806
pub.1042870787	2	10.1162/089120103322145298
pub.1042912517	2	10.1007/s10579-015-9301-z
pub.1042922281	2	10.1162/coli_a_00148
pub.1042949532	1	10.1080/13569783.2015.1021323
pub.1042956518	2	10.1007/s00146-012-0429-8
pub.1042975951	2	10.1108/10650750710831493
pub.1042985108	2	10.1108/10650751211197022
pub.1043019122	2	10.1007/s10579-013-9242-3
pub.1043031000	2	10.1007/s10579-014-9274-3
pub.1043033465	2	10.1007/s00146-015-0584-9
pub.1043047836	1	10.1080/13569783.2013.872430
pub.1043103298	2	10.1108/10650751211197013
pub.1043103328	2	10.1162/coli_a_00075
pub.1043107092	2	10.1007/s00799-005-0134-z
pub.1043122306	2	10.1162/089120102762671927
pub.1043123406	2	10.1023/a:1002463121011
pub.1043160592	2	10.1007/s00146-012-0427-x
pub.1043196270	2	10.1080/09296170801961801
pub.1043199003	2	10.1007/s00799-016-0174-6
pub.1043268508	2	10.1162/089120100561728
pub.1043304803	2	10.1007/s00146-012-0404-4
pub.1043309315	2	10.1007/s10579-015-9308-5
pub.1043315672	2	10.1162/coli_a_00268
pub.1043322073	2	10.1007/s00799-012-0102-3
pub.1043338731	1	10.1145/2915919
pub.1043358540	1	10.1080/13569780902868960
pub.1043367656	2	10.1007/s00146-010-0270-x
pub.1043374922	2	10.1080/09296170701803426
pub.1043377875	2	10.1007/s00146-003-0253-2
pub.1043453049	2	10.1007/s10579-014-9282-3
pub.1043458280	2	10.1108/10650751011048506
pub.1043479817	2	10.1080/09296174.2013.830552
pub.1043488956	2	10.1007/s10579-012-9191-2
pub.1043532845	1	10.1080/13569780308320
pub.1043552817	1	10.1145/1921614.1921618
pub.1043596545	2	10.1007/s00146-009-0252-z
pub.1043605567	2	10.1007/s10579-009-9086-z
pub.1043622198	2	10.1007/s00146-015-0588-5
pub.1043669016	2	10.1007/s00146-016-0648-5
pub.1043684996	2	10.1007/s00799-004-0099-3
pub.1043687085	2	10.1162/coli.2006.32.4.569
pub.1043696935	2	10.1080/09296174.2016.1169851
pub.1043746415	2	10.1007/s10579-016-9374-3
pub.1043750834	2	10.1007/s00146-013-0476-9
pub.1043790484	2	10.1162/089120105775299140
pub.1043819484	2	10.1162/coli.08-003-r1-07-044
pub.1043849596	2	10.1007/s00146-006-0074-1
pub.1043852186	2	10.1007/s00146-010-0312-4
pub.1043862935	1	10.1145/2362402.2362404
pub.1043898979	1	10.1080/13569780500053312
pub.1043900030	1	10.1145/2597183
pub.1043920635	2	10.1007/s007999900025
pub.1043974620	2	10.1007/s00799-007-0018-5
pub.1043993994	2	10.1007/s00146-013-0532-5
pub.1044022114	2	10.1007/s00146-012-0408-0
pub.1044034089	2	10.1007/bf01205739
pub.1044043701	2	10.1007/s10579-013-9261-0
pub.1044046256	2	10.1007/s00799-014-0125-z
pub.1044054621	2	10.1080/09296170902734164
pub.1044083790	2	10.1007/s10579-008-9062-z
pub.1044096017	2	10.1007/s00146-013-0466-y
pub.1044096981	2	10.1023/a:1014368121689
pub.1044114731	2	10.1007/s00146-015-0615-6
pub.1044122641	1	10.1145/2535937
pub.1044130211	2	10.1162/coli_a_00194
pub.1044134641	2	10.1007/pl00022697
pub.1044165558	2	10.1007/s00799-015-0147-1
pub.1044172275	2	10.1007/s10579-006-9003-7
pub.1044237218	2	10.1108/1065075071074844
pub.1044297165	2	10.1080/09296174.2010.512168
pub.1044301216	2	10.1023/a:1014348124664
pub.1044304782	2	10.1007/s00146-005-0337-2
pub.1044308668	2	10.1007/s10579-011-9155-y
pub.1044336148	2	10.1007/s10579-010-9117-9
pub.1044338613	2	10.1108/10650751011087620
pub.1044374795	2	10.1007/s00146-013-0511-x
pub.1044386857	2	10.1007/s10579-011-9141-4
pub.1044420424	1	10.1093/llc/fqv045
pub.1044437517	2	10.1162/0891201041850911
pub.1044481999	2	10.1007/s10579-008-9063-y
pub.1044504636	2	10.1162/coli.2006.32.4.527
pub.1044527529	2	10.1007/s10579-010-9130-z
pub.1044547603	1	10.1080/1356978042000255094
pub.1044558691	2	10.1007/s10579-015-9324-5
pub.1044663369	2	10.1007/s10579-007-9037-5
pub.1044665609	2	10.1007/s00799-015-0167-x
pub.1044686557	1	10.1145/2558306
pub.1044709989	1	10.1080/13569780600900784
pub.1044724892	2	10.1108/10650751311319250
pub.1044774148	2	10.1007/s00146-003-0269-7
pub.1044793861	2	10.1162/089120103322753347
pub.1044825657	2	10.1162/coli_a_00242
pub.1044833268	2	10.1007/s00146-005-0319-4
pub.1044844302	2	10.1007/s00799-007-0016-7
pub.1044850372	1	10.1145/2716324
pub.1044983407	2	10.1108/10650750710748522
pub.1044993074	2	10.1007/s10579-013-9259-7
pub.1045003750	2	10.1162/coli.2008.34.1.1
pub.1045008140	2	10.1162/coli.2006.32.2.263
pub.1045015441	2	10.1108/10650751311319269
pub.1045088610	2	10.1108/10650750610686225
