id	level	doi
pub.1010985601	2	10.1007/s00146-005-0007-4
pub.1011013457	2	10.1007/s00146-007-0092-7
pub.1011053705	2	10.1007/s00146-013-0496-5
pub.1011069241	1	10.1080/13569783.2012.756184
pub.1011097623	2	10.1007/s00799-003-0072-6
pub.1011108101	2	10.1007/s10579-010-9133-9
pub.1011135712	2	10.1162/089120104323093302
pub.1011146176	1	10.1080/13569783.2015.1059260
pub.1011148717	2	10.1007/s00146-010-0274-6
pub.1011160449	2	10.1007/s00146-013-0529-0
pub.1011183030	2	10.1007/s10579-014-9268-1
pub.1011199672	1	10.1145/2940332
pub.1011224762	2	10.1162/coli.2006.32.3.341
pub.1011243751	2	10.1108/10650750510578154
pub.1011277878	2	10.1007/s00146-012-0416-0
pub.1011290461	2	10.1007/bf01208704
pub.1011311680	2	10.1007/s10579-014-9275-2
pub.1011317560	2	10.1108/10650750310462848
pub.1011321195	2	10.1162/0891201053630273
pub.1011339664	1	10.1145/2001416.2001417
pub.1011375382	2	10.1162/coli.2009.35.4.35412
pub.1011445550	2	10.1007/s00799-014-0136-9
pub.1011446054	2	10.1007/s00799-014-0129-8
pub.1011482622	2	10.1080/09296174.2014.911506
pub.1011488968	2	10.1007/s00146-014-0563-6
pub.1011490759	2	10.1007/s10579-009-9113-0
pub.1011496374	1	10.1080/13569783.2015.1127149
pub.1011507858	2	10.1108/10650750911001833
pub.1011541544	1	10.1080/13569783.2015.1060849
pub.1011547790	1	10.1145/1367080.1367086
pub.1011551652	2	10.1080/09296170701794278
pub.1011585179	2	10.1076/jqul.9.1.49.8482
pub.1011644993	2	10.1007/s10579-008-9065-9
pub.1011663919	2	10.1023/a:1002630710402
pub.1011667180	2	10.1007/s10579-015-9298-3
pub.1011682358	2	10.1007/s00146-008-0181-2
pub.1011706950	1	10.1145/2747882
pub.1011722217	2	10.1007/s10579-012-9204-1
pub.1011732414	2	10.1162/coli_a_00145
pub.1011741864	2	10.1007/s00146-015-0596-5
pub.1011761171	1	10.1145/1551676.1551680
pub.1011777628	2	10.1007/s00146-014-0571-6
pub.1011804988	2	10.1007/s10579-006-9004-6
pub.1011817687	1	10.1080/13569783.2015.1020054
pub.1011880719	2	10.1007/s00146-007-0093-6
pub.1011891280	2	10.1007/s00146-013-0505-8
pub.1011901998	2	10.1162/coli.2008.34.3.465
pub.1011924035	2	10.1007/s00799-011-0077-5
pub.1011937049	2	10.1007/s00146-006-0060-7
pub.1011977656	2	10.1007/s00146-005-0031-4
pub.1011982085	2	10.1007/s00799-007-0023-8
pub.1012017424	2	10.1007/s00799-013-0103-x
pub.1012039787	2	10.1007/s00146-005-0025-2
pub.1012061992	2	10.1007/s00146-014-0544-9
pub.1012121849	1	10.1080/13569783.2014.928008
pub.1012157293	1	10.1080/1356978042000185920
pub.1012170450	2	10.1007/s00799-004-0085-9
pub.1012224752	2	10.1007/s00799-015-0159-x
pub.1012225565	2	10.1023/a:1002475423737
pub.1012239490	2	10.1007/s00146-013-0495-6
pub.1012267323	2	10.1007/s00146-010-0280-8
pub.1012283137	1	10.1145/2532630.2532634
pub.1012315758	1	10.1080/13569780802054778
pub.1012320426	1	10.1145/2786760
pub.1012322295	1	10.1080/13569783.2011.589996
pub.1012345233	2	10.1007/s00146-007-0123-4
pub.1012352239	1	10.1080/13569783.2010.495282
pub.1012359082	2	10.1162/coli.06-77-prep13
pub.1012365291	1	10.1093/llc/fqv035
pub.1012395853	2	10.1007/s00146-009-0199-0
pub.1012415540	2	10.1007/s00146-005-0027-0
pub.1012444131	2	10.1007/s10579-015-9322-7
pub.1012539731	2	10.1007/s00146-014-0545-8
pub.1012542891	1	10.1080/13569783.2015.1059267
pub.1012548976	1	10.1080/13569780902868770
pub.1012555931	2	10.1007/s10579-012-9210-3
pub.1012562601	2	10.1007/s00146-012-0420-4
pub.1012597571	2	10.1007/s00146-011-0342-6
pub.1012599565	2	10.1007/s10579-013-9222-7
pub.1012604383	1	10.1080/1356978042000185902
pub.1012630218	2	10.1007/s00799-014-0123-1
pub.1012633342	2	10.1080/09296174.2016.1265792
pub.1012647594	2	10.1007/s10579-011-9160-1
pub.1012658466	1	10.1145/2611375
pub.1012660348	1	10.1080/13569783.2012.694028
pub.1012713726	2	10.1007/s00146-005-0017-2
pub.1012731752	2	10.1162/coli_a_00171
pub.1012732849	2	10.1007/s10579-010-9120-1
pub.1012771342	2	10.1007/s00146-013-0460-4
pub.1012773835	1	10.1080/13569783.2011.566987
pub.1012786783	2	10.1108/oclc-08-2013-0032
pub.1012830568	2	10.1080/09296170500055384
pub.1012834568	2	10.1023/a:1026594916008
pub.1012856329	2	10.1162/coli_a_00184
pub.1012899871	2	10.1007/s00146-005-0029-y
pub.1012909653	2	10.1007/s00146-011-0353-3
pub.1012930587	2	10.1007/s00799-007-0028-3
pub.1012961883	2	10.1162/089120100561755
pub.1012970333	1	10.1080/13569780701320957
pub.1012984870	1	10.1145/2659020
pub.1013015457	2	10.1023/b:chum.0000031184.28781.47
pub.1013055816	1	10.1080/13569783.2012.727621
pub.1013103368	2	10.1108/10650751311319287
pub.1013121313	1	10.1145/2611376
pub.1013123448	2	10.1080/09296174.2016.1142323
pub.1013125483	2	10.1007/s00146-007-0170-x
pub.1013127959	1	10.1080/1356978042000185894
pub.1013147405	2	10.1162/coli_a_00264
pub.1013151671	2	10.1023/b:chum.0000009290.14571.59
pub.1013163365	1	10.1145/1841317.1841321
pub.1013169407	2	10.1162/0891201042544893
pub.1013189469	2	10.1007/s10579-009-9087-y
pub.1013202366	2	10.1007/s00799-015-0155-1
pub.1013266379	2	10.1108/10650751011048452
pub.1013288534	2	10.1162/coli.2009.35.4.35408
pub.1013308440	2	10.1007/s10579-013-9227-2
pub.1013323665	2	10.1007/s00146-005-0333-6
pub.1013323675	2	10.1080/09296170801961827
pub.1013337921	2	10.1007/s00146-015-0624-5
pub.1013368819	2	10.1007/s00146-010-0282-6
pub.1013382704	2	10.1080/09296174.2014.911507
pub.1013386534	2	10.1007/s00799-010-0058-0
pub.1013392908	2	10.1007/s00146-009-0249-7
pub.1013395218	2	10.1007/s00146-008-0182-1
pub.1013410444	1	10.1080/13569780802655822
pub.1013471970	1	10.1145/1805961.1805963
pub.1013478010	2	10.1007/s10579-013-9221-8
pub.1013517211	1	10.1145/2399180.2399182
pub.1013544715	1	10.1080/13569783.2015.1111970
pub.1013576923	2	10.1007/s10579-007-9033-9
pub.1013586372	1	10.1080/13569780308326
pub.1013619588	1	10.1080/13569783.2014.954817
pub.1013630282	2	10.1007/s10579-013-9233-4
pub.1013630411	2	10.1162/089120101753342635
pub.1013666721	2	10.1108/10650750110383604
pub.1013666961	2	10.1007/s00146-012-0398-y
pub.1013701572	1	10.1080/13569780020031807
pub.1013762834	2	10.1007/s00146-007-0135-0
pub.1013789350	2	10.1007/s00799-014-0112-4
pub.1013792128	2	10.1007/s10579-016-9339-6
pub.1013814801	1	10.1145/2693847
pub.1013839498	2	10.1007/s00799-005-0124-1
pub.1013864228	2	10.1108/10650751211279102
pub.1013888297	2	10.1007/s00799-003-0076-2
pub.1013917810	2	10.1108/10650750010354111
pub.1013927648	2	10.1007/s10579-009-9097-9
pub.1013942070	2	10.1162/coli_a_00050
pub.1013977291	2	10.1108/10650750710776332
pub.1014053045	1	10.1145/2532630.2532631
pub.1014090850	1	10.1080/13569780120070722
pub.1014115540	2	10.1007/s00799-005-0129-9
pub.1014123897	2	10.1007/s00146-011-0348-0
pub.1014127118	2	10.1108/oclc-02-2014-0007
pub.1014165869	1	10.1145/2538030
pub.1014175288	2	10.1007/s00146-013-0445-3
pub.1014190611	2	10.1007/s00146-009-0251-0
pub.1014202766	2	10.1108/10650750810898200
pub.1014212374	2	10.1007/s00146-011-0320-z
pub.1014222935	2	10.1080/09296174.2016.1265800
pub.1014236880	2	10.1007/s00146-006-0048-3
pub.1014248342	2	10.1080/09296174.2016.1169848
pub.1014323627	2	10.1007/s00799-013-0107-6
pub.1014328635	1	10.1145/1921614.1921619
pub.1014373713	2	10.1007/s10579-009-9106-z
pub.1014386903	2	10.1080/09296174.2013.799917
pub.1014421327	2	10.1007/bf01208706
pub.1014425051	2	10.1007/s00146-014-0555-6
pub.1014431506	2	10.1007/s00799-016-0188-0
pub.1014440406	2	10.1162/coli.2006.32.3.417
pub.1014463678	2	10.1162/coli.2003.29.4.662
pub.1014479026	2	10.1007/s00146-009-0215-4
pub.1014487143	2	10.1007/s10579-005-8622-8
pub.1014507489	2	10.1108/10650750410527278
pub.1014530754	2	10.1108/10650750610706970
pub.1014571296	1	10.1080/13569780500275998
pub.1014581195	1	10.1080/13569783.2011.566993
pub.1014587388	2	10.1080/09296170600850601
pub.1014594509	2	10.1162/coli_a_00230
pub.1014594782	2	10.1007/s00146-013-0492-9
pub.1014598359	2	10.1076/jqul.9.1.1.8480
pub.1014603246	2	10.1007/s00146-005-0324-7
pub.1014630739	2	10.1162/coli_a_00280
pub.1014661376	2	10.1080/09296170500172437
pub.1014686787	2	10.1080/09296170500500777
pub.1014696297	1	10.1080/13569780308319
pub.1014706286	2	10.1162/coli_a_00060
pub.1014716897	2	10.1080/09296174.2016.1226430
pub.1014763605	2	10.1108/10650750710748478
pub.1014809858	2	10.1007/s10579-007-9057-1
pub.1014847156	1	10.1080/13569780802410699
pub.1014849499	2	10.1007/s00799-004-0103-y
pub.1014875634	2	10.1162/coli_a_00277
pub.1014888085	2	10.1007/s00146-016-0665-4
pub.1014898439	2	10.1007/s10579-014-9276-1
pub.1014917802	2	10.1076/jqul.8.3.213.4100
pub.1014920609	2	10.1007/s00146-014-0539-6
pub.1014929395	2	10.1080/0929617042000314921
pub.1014962768	1	10.1080/1356978042000255049
pub.1014993897	1	10.1080/13569780903286022
pub.1014995770	1	10.1145/2943778
pub.1015048381	2	10.1007/s00146-015-0620-9
pub.1015085133	2	10.1162/coli_a_00013
pub.1015100993	2	10.1007/s00146-007-0125-2
pub.1015126105	2	10.1007/s00146-016-0663-6
pub.1015161505	2	10.1080/09296170500500603
pub.1015165084	2	10.1108/dlp-02-2016-0003
pub.1015198692	1	10.1080/13569783.2014.975111
pub.1015205040	2	10.1007/s10579-015-9313-8
pub.1015216380	2	10.1007/s00799-007-0024-7
pub.1015218151	1	10.1145/2399180.2399185
pub.1015250518	2	10.1108/oclc-01-2014-0003
pub.1015270736	2	10.1007/s10579-016-9343-x
pub.1015283454	2	10.1080/09296170500500694
pub.1015297141	2	10.1007/s10579-008-9067-7
pub.1015322396	2	10.1162/089120102317341747
pub.1015365835	2	10.1007/s00146-007-0103-8
pub.1015368254	2	10.1007/s10579-013-9216-5
pub.1015383816	2	10.1007/s00799-008-0045-x
pub.1015399433	2	10.1162/089120100561746
pub.1015437635	1	10.1145/2872278
pub.1015438201	2	10.1007/s00146-016-0669-0
pub.1015445317	2	10.1007/s10579-006-9000-x
pub.1015472037	2	10.1007/s00146-009-0196-3
pub.1015517877	2	10.1007/s10579-005-7884-5
pub.1015520732	2	10.1108/10650751211236659
pub.1015635224	1	10.1080/13569780500276343
pub.1015649064	1	10.1080/1356978042000255067
pub.1015702637	2	10.1007/s10579-011-9136-1
pub.1015777714	2	10.1162/089120103322753383
pub.1015851926	2	10.1007/s00146-013-0503-x
pub.1015858836	2	10.1007/s00146-011-0343-5
pub.1015904558	1	10.1080/13569783.2010.495266
pub.1015922887	1	10.1080/13569780601094868
pub.1015953655	1	10.1080/13569783.2013.836920
pub.1016006588	2	10.1007/s00146-013-0454-2
pub.1016010091	2	10.1080/09296174.2012.754596
pub.1016016521	1	10.1093/llc/fqv047
pub.1016033893	2	10.1007/s10579-007-9038-4
pub.1016053569	2	10.1007/s00799-012-0101-4
pub.1016057039	2	10.1007/s10579-007-9022-z
pub.1016060583	2	10.1007/s00799-008-0036-y
pub.1016074723	2	10.1080/09296174.2013.830553
pub.1016078191	2	10.1080/09296170500500884
pub.1016092936	2	10.1108/eum0000000006285
pub.1016096811	2	10.1007/s00146-014-0562-7
pub.1016130842	2	10.1007/s00146-010-0268-4
pub.1016203487	2	10.1007/s00799-005-0132-1
pub.1016235028	2	10.1162/coli_a_00038
pub.1016237640	2	10.1108/10650751211236596
pub.1016273106	1	10.1080/13569783.2013.787256
pub.1016279784	2	10.1007/s00146-014-0548-5
pub.1016329782	1	10.1145/2901297
pub.1016373094	2	10.1162/089120105774321127
pub.1016375738	2	10.1007/s00146-005-0316-7
pub.1016383157	2	10.1162/coli_a_00064
pub.1016400069	1	10.1080/13569783.2011.617108
pub.1016400977	2	10.1108/10650751111135382
pub.1016408631	2	10.1007/s10579-014-9283-2
pub.1016439979	2	10.1007/s10579-012-9207-y
pub.1016441796	2	10.1080/09296170903211469
pub.1016465519	2	10.1108/10650750310462802
pub.1016467892	2	10.1007/s00146-009-0228-z
pub.1016504979	2	10.1007/s10579-012-9196-x
pub.1016511422	2	10.1108/10650750410527322
pub.1016530344	2	10.1007/s00146-008-0185-y
pub.1016552308	2	10.1007/s00146-013-0494-7
pub.1016553304	2	10.1007/s00146-009-0207-4
pub.1016564622	2	10.1007/s00146-013-0534-3
pub.1016573449	2	10.1076/jqul.8.3.175.4096
pub.1016602654	2	10.1080/09296174.2010.485445
pub.1016618521	2	10.1007/s00146-012-0383-5
pub.1016625116	2	10.1007/s10579-016-9360-9
pub.1016631652	2	10.1007/s10579-015-9316-5
pub.1016688366	2	10.1007/s10579-015-9310-y
pub.1016699540	2	10.1108/oclc-06-2014-0025
pub.1016761480	2	10.1108/10650750510612344
pub.1016762850	2	10.1007/s00146-013-0523-6
pub.1016790803	2	10.1007/s00799-003-0074-4
pub.1016794170	2	10.1007/s00146-015-0633-4
pub.1016824997	1	10.1145/2050096.2050098
pub.1016854975	2	10.1080/09296171003643205
pub.1016870522	2	10.1007/s00146-009-0236-z
pub.1016875171	2	10.1162/089120101300346787
pub.1016941550	2	10.1007/s00146-013-0508-5
pub.1017023156	2	10.1162/coli_a_00204
pub.1017070543	2	10.1023/a:1002485918032
pub.1017117549	2	10.1162/089120102317341756
pub.1017132841	1	10.1145/1367080.1367083
pub.1017141460	2	10.1108/10650750610706961
pub.1017145685	2	10.1108/10650750710748432
pub.1017157352	2	10.1007/s00146-011-0318-6
pub.1017161462	2	10.1162/0891201041850876
pub.1017174492	2	10.1007/s00799-005-0120-5
pub.1017191548	2	10.1007/s10579-016-9372-5
pub.1017194986	2	10.1108/10650751011073580
pub.1017232625	2	10.1007/s00146-009-0224-3
pub.1017273574	2	10.1162/coli_r_00118
pub.1017333779	2	10.1080/09296170701794302
pub.1017352235	2	10.1007/s007990000036
pub.1017362429	1	10.1080/13569780210338
pub.1017369118	2	10.1162/coli_a_00237
pub.1017370594	2	10.1007/s10579-015-9321-8
pub.1017391068	2	10.1007/s10579-015-9306-7
pub.1017400746	2	10.1162/coli.2008.07-028-r2-05-82
pub.1017429311	2	10.1108/10650751111135409
pub.1017455002	2	10.1007/s00146-006-0033-x
pub.1017458462	2	10.1007/s00146-014-0552-9
pub.1017501472	1	10.1080/13569780902868820
pub.1017504580	2	10.1162/coli_a_00248
pub.1017525722	1	10.1145/2499931.2499932
pub.1017529371	2	10.1007/bf01208708
pub.1017541354	2	10.1007/s00146-007-0133-2
pub.1017545107	2	10.1162/coli_a_00164
pub.1017559584	2	10.1162/coli.2009.35.2.119
pub.1017583629	1	10.1093/llc/fqs015
pub.1017641405	2	10.1080/09296174.2014.944330
pub.1017651074	2	10.1162/coli.2009.35.4.35401
pub.1017670192	2	10.1007/s10579-009-9096-x
pub.1017685538	2	10.1007/s00799-005-0123-2
pub.1017694270	2	10.1007/s00146-008-0179-9
pub.1017696550	2	10.1007/s10579-016-9366-3
pub.1017735881	2	10.1162/coli_a_00279
pub.1017738338	2	10.1108/dlp-08-2015-0013
pub.1017754254	1	10.1080/13569783.2011.589988
pub.1017811732	2	10.1162/coli_a_00267
pub.1017850266	2	10.1162/coli_a_00197
pub.1017860352	2	10.1007/s001460200018
pub.1017880648	2	10.1162/coli.2010.36.1.36101
pub.1017926041	2	10.1007/s10579-009-9102-3
pub.1017951193	2	10.1007/s00146-009-0218-1
pub.1017956668	2	10.1007/s00146-012-0397-z
pub.1017983403	2	10.1162/089120104773633402
pub.1017989662	2	10.1007/s00146-010-0266-6
pub.1018009648	2	10.1007/s10579-016-9378-z
pub.1018037898	2	10.1108/10650750410564655
pub.1018059186	2	10.1023/a:1002471322828
pub.1018091194	2	10.1007/s00799-015-0163-1
pub.1018094396	2	10.1162/coli_r_00186
pub.1018117096	2	10.1007/s001460200030
pub.1018144439	2	10.1007/s00146-005-0325-6
pub.1018145036	1	10.1080/13569780903072174
pub.1018158796	2	10.1162/coli_a_00175
pub.1018193559	2	10.1162/coli_a_00149
pub.1018204315	2	10.1108/10650750510598684
pub.1018258685	1	10.1080/13569780701559596
pub.1018274457	2	10.1162/089120103321337458
pub.1018302803	2	10.1007/s00146-005-0019-0
pub.1018309018	2	10.1007/s00799-003-0059-3
pub.1018318409	2	10.1007/s00146-012-0389-z
pub.1018323755	1	10.1145/1551676.1551677
pub.1018331000	2	10.1007/s10579-007-9040-x
pub.1018401241	2	10.1007/s10579-009-9100-5
pub.1018401453	2	10.1108/10650751011073643
pub.1018405691	2	10.1007/s00799-012-0090-3
pub.1018428985	2	10.1023/a:1016160114582
pub.1018440444	2	10.1162/089120102760275983
pub.1018450897	1	10.1145/1921614.1921615
pub.1018480520	2	10.1162/coli.2007.33.4.601
pub.1018484355	2	10.1162/coli_a_00138
pub.1018500340	1	10.1080/13569783.2012.694038
pub.1018513051	1	10.1145/2660776
pub.1018532622	2	10.1007/s00799-010-0059-z
pub.1018556751	2	10.1162/coli_a_00110
pub.1018572561	2	10.1007/s00799-012-0079-y
pub.1018599307	1	10.1080/713692884
pub.1018616771	2	10.1108/10650750510612353
pub.1018622701	1	10.1080/13569780802655780
pub.1018653476	1	10.1080/13569780802655848
pub.1018661915	2	10.1007/s10579-007-9055-3
pub.1018667934	2	10.1007/s10579-015-9318-3
pub.1018684089	2	10.1007/s00146-012-0396-0
pub.1018687607	2	10.1162/089120101753342662
pub.1018693994	2	10.1162/089120103322711604
pub.1018723211	2	10.1007/s00146-005-0024-3
pub.1018771623	2	10.1108/10650751211279148
pub.1018848111	2	10.1007/s10579-009-9098-8
pub.1018869164	1	10.1145/2597894
pub.1018900659	2	10.1007/s00146-013-0459-x
pub.1018911592	2	10.1162/coli_a_00125
pub.1018915998	1	10.1145/2069276.2069279
pub.1018927299	2	10.1108/10650750710776396
pub.1018948535	2	10.1108/dlp-07-2016-0018
pub.1018953081	2	10.1162/coli_a_00150
pub.1018962739	1	10.1093/llc/fqv041
pub.1018967826	1	10.1080/13569783.2012.756169
pub.1018972164	2	10.1007/s10579-016-9350-y
pub.1019002090	2	10.1162/coli.2007.33.3.293
pub.1019016447	2	10.1007/s10579-016-9362-7
pub.1019052870	2	10.1108/10650751211262128
pub.1019057586	2	10.1108/10650751011073634
pub.1019060653	1	10.1080/13569781003700052
pub.1019061277	2	10.1108/10650750610640810
pub.1019072630	2	10.1162/089120102317341783
pub.1019105506	2	10.1007/s00146-009-0247-9
pub.1019160335	1	10.1145/2700422
pub.1019164497	1	10.1080/13569780020031771
pub.1019166507	1	10.1145/1841317.1841320
pub.1019173056	2	10.1007/s00799-011-0071-y
pub.1019184958	2	10.1007/s00799-003-0070-8
pub.1019194338	2	10.1007/s00146-013-0512-9
pub.1019204538	2	10.1007/s10579-010-9132-x
pub.1019257523	2	10.1162/coli_a_00107
pub.1019267840	2	10.1007/s00799-009-0051-7
pub.1019307195	1	10.1080/13569783.2013.836919
pub.1019319116	1	10.1080/13569783.2011.617106
pub.1019329681	1	10.1080/13569783.2011.589997
pub.1019341379	2	10.1007/s00146-012-0386-2
pub.1019350190	2	10.1007/s10579-013-9230-7
pub.1019351934	2	10.1007/s10579-016-9356-5
pub.1019362296	2	10.1007/s00146-015-0640-5
pub.1019362683	2	10.1007/s00146-015-0586-7
pub.1019366403	2	10.1007/s00799-011-0072-x
pub.1019379851	2	10.1080/09296174.2011.533588
pub.1019382403	2	10.1080/09296174.2016.1263786
pub.1019394793	2	10.1007/s00146-016-0667-2
pub.1019421742	2	10.1007/s10579-014-9277-0
pub.1019425981	2	10.1007/s10579-016-9367-2
pub.1019436930	2	10.1007/s10579-015-9309-4
pub.1019477084	2	10.1080/09296174.2012.659001
pub.1019522726	2	10.1007/s10579-013-9229-0
pub.1019523157	2	10.1023/a:1011877503081
pub.1019559811	2	10.1080/09296170600850759
pub.1019583075	2	10.1162/coli.2008.07-055-r2-06-29
pub.1019585343	2	10.1007/s00146-012-0395-1
pub.1019602726	2	10.1108/10650751111164524
pub.1019654925	1	10.1080/13569783.2016.1194748
pub.1019662513	2	10.1108/10650751111106537
pub.1019666589	2	10.1007/s00146-010-0291-5
pub.1019671880	2	10.1007/s00146-007-0174-6
pub.1019677978	2	10.1080/09296174.2016.1265799
pub.1019734627	1	10.1080/13569783.2015.1068109
pub.1019778623	2	10.1162/089120102760173652
pub.1019782837	2	10.1007/s00146-010-0273-7
pub.1019784810	2	10.1108/10650750510578163
pub.1019823969	2	10.1080/09296174.2010.485450
pub.1019864719	2	10.1007/s00146-015-0635-2
pub.1019866957	2	10.1007/s00799-006-0003-4
pub.1019873362	2	10.1108/10650750310490289
pub.1019879422	1	10.1080/13569780500053072
pub.1019880901	1	10.1145/2724723
pub.1019896176	2	10.1007/s00146-007-0139-9
pub.1019896844	2	10.1007/s00146-009-0214-5
pub.1019919830	2	10.1080/09296174.2011.533586
pub.1019925678	2	10.1108/oclc-02-2013-0006
pub.1019934351	2	10.1007/s00146-009-0200-y
pub.1019947686	2	10.1108/10650750210418190
pub.1019976105	1	10.1145/3004457
pub.1019980109	2	10.1007/s00146-010-0302-6
pub.1019986232	2	10.1007/s00799-008-0039-8
pub.1020026322	2	10.1162/coli_r_00054
pub.1020038612	2	10.1108/10650750510629616
pub.1020040357	1	10.1093/llc/fqu044
pub.1020049550	2	10.1007/s00146-005-0331-8
pub.1020070904	2	10.1007/s10579-009-9093-0
pub.1020081491	2	10.1108/10650750710831529
pub.1020083016	2	10.1162/089120102317341774
pub.1020110758	2	10.1076/0929-6174(200004)07:01;1-3;ft019
pub.1020113568	2	10.1007/s00799-014-0124-0
pub.1020123901	2	10.1080/09296170902850358
pub.1020157745	2	10.1162/coli_r_00281
pub.1020178772	2	10.1007/s00799-004-0090-z
pub.1020213964	2	10.1007/s10579-009-9080-5
pub.1020239102	2	10.1007/bf01208707
pub.1020250243	2	10.1007/s00146-009-0239-9
pub.1020257671	2	10.1007/s10579-007-9016-x
pub.1020275087	1	10.1080/13569781003700078
pub.1020281453	2	10.1162/coli_a_00255
pub.1020298595	2	10.1007/s00799-015-0160-4
pub.1020301241	2	10.1007/s00146-013-0473-z
pub.1020313340	2	10.1108/10650750911001815
pub.1020316780	1	10.1145/2795233
pub.1020336298	2	10.1023/b:chum.0000009226.51168.47
pub.1020341663	2	10.1007/s00146-012-0424-0
pub.1020362253	2	10.1007/s00799-011-0074-8
pub.1020385966	2	10.1080/09296174.2010.512166
pub.1020397693	2	10.1007/s10579-007-9049-1
pub.1020399574	2	10.1007/s10579-005-2697-0
pub.1020480814	2	10.1007/s00146-005-0321-x
pub.1020486138	2	10.1162/coli.2007.33.1.135
pub.1020492790	2	10.1080/09296170600892538
pub.1020523100	2	10.1080/09296174.2012.714531
pub.1020564291	1	10.1093/llc/fqv014
pub.1020604096	2	10.1108/10650750810875430
pub.1020616000	1	10.1080/13569783.2013.787253
pub.1020617067	2	10.1162/coli_a_00093
pub.1020673731	2	10.1080/09296174.2014.1001638
pub.1020723705	2	10.1162/coli_a_00245
pub.1020724794	1	10.1145/2499931.2499935
pub.1020730116	2	10.1162/coli_a_00007
pub.1020740819	2	10.1162/coli.08-022-r2-06-26
pub.1020776992	2	10.1162/coli_r_00081
pub.1020795260	2	10.1007/s00146-009-0264-8
pub.1020803675	2	10.1023/a:1002674829964
pub.1020812309	2	10.1007/s10579-012-9208-x
pub.1020818726	2	10.1076/jqul.7.3.233.4105
pub.1020824741	2	10.1162/coli_a_00109
pub.1020841431	2	10.1007/s00146-007-0097-2
pub.1020889705	2	10.1162/coli.2010.36.2.36200
pub.1020895259	2	10.1007/s00799-007-0014-9
pub.1020906358	2	10.1007/s00146-011-0337-3
pub.1020948406	2	10.1007/s10579-013-9224-5
pub.1020974101	2	10.1108/10650750710720739
pub.1021044259	2	10.1007/s00146-009-0197-2
pub.1021044533	2	10.1023/a:1002486301447
pub.1021058885	2	10.1007/s10579-014-9280-5
pub.1021074770	2	10.1162/coli_a_00057
pub.1021076069	2	10.1007/s10579-007-9019-7
pub.1021083668	2	10.1162/coli.2008.34.1.129
pub.1021113169	1	10.1080/13569783.2015.1127144
pub.1021117559	2	10.1007/s00146-012-0436-9
pub.1021118672	2	10.1007/s00799-015-0151-5
pub.1021134420	1	10.1080/13569783.2010.512182
pub.1021135319	2	10.1162/089120100561683
pub.1021146814	1	10.1080/13569783.2016.1220248
pub.1021160452	2	10.1007/s00146-014-0559-2
pub.1021176446	2	10.1007/s00146-010-0292-4
pub.1021223882	2	10.1076/0929-6174(200004)07:01;1-3;ft065
pub.1021253053	2	10.1007/s00146-003-0290-x
pub.1021260346	2	10.1162/089120103321337467
pub.1021261305	2	10.1007/s00799-004-0107-7
pub.1021261636	1	10.1080/13569780500276152
pub.1021265596	2	10.1007/s00146-007-0158-6
pub.1021353221	2	10.1007/s00799-015-0150-6
pub.1021354679	2	10.1108/10650750810847189
pub.1021363917	1	10.1145/1613672.1613673
pub.1021367052	2	10.1007/s10579-016-9353-8
pub.1021377940	2	10.1162/coli_c_00031
pub.1021392724	2	10.1108/oclc-01-2013-0001
pub.1021411621	2	10.1007/s00146-013-0441-7
pub.1021449358	2	10.1007/s10579-007-9044-6
pub.1021453283	2	10.1007/s10579-005-2693-4
pub.1021462469	1	10.1080/13569783.2014.895617
pub.1021489259	2	10.1007/s10579-009-9112-1
pub.1021498952	1	10.1080/13569783.2013.872426
pub.1021505847	1	10.1080/13569780903480971
pub.1021506166	1	10.1080/13569780601094827
pub.1021517650	1	10.1145/2686873
pub.1021520883	2	10.1108/oclc-10-2014-0034
pub.1021522873	2	10.1007/bf01206126
pub.1021532783	1	10.1080/13569783.2014.975109
pub.1021545281	2	10.1162/coli.2008.07-004-r2-06-57
pub.1021576670	2	10.1007/s10579-015-9296-5
pub.1021582444	2	10.1007/s10579-004-1919-1
pub.1021595051	2	10.1080/09296174.2012.714537
pub.1021617974	2	10.1007/s00146-005-0016-3
pub.1021653616	2	10.1023/a:1002089109613
pub.1021670658	2	10.1162/089120104323093311
pub.1021704821	2	10.1007/s00146-003-0276-8
pub.1021707491	2	10.1007/s00799-007-0026-5
pub.1021736195	1	10.1080/13569783.2011.590002
pub.1021741809	2	10.1162/coli.2010.36.1.36107
pub.1021771482	1	10.1080/13569783.2015.1059259
pub.1021776601	2	10.1007/s00146-009-0226-1
pub.1021805133	1	10.1145/1434763.1434767
pub.1021815715	2	10.1080/09296170500055293
pub.1021840869	2	10.1080/09296174.2014.1001637
pub.1021857601	2	10.1007/s00799-004-0081-0
pub.1021871314	2	10.1080/09296170802326640
pub.1021892126	2	10.1108/10650750610640829
pub.1021922712	2	10.1007/s007999900022
pub.1021962223	1	10.1080/13569780902868812
pub.1021994753	2	10.1080/09296174.2013.799914
pub.1022016889	2	10.1007/s00146-016-0674-3
pub.1022022426	2	10.1007/s00146-011-0369-8
pub.1022083063	2	10.1162/coli.2009.35.4.35400
pub.1022088064	1	10.1093/llc/fqv036
pub.1022130361	2	10.1162/coli_a_00087
pub.1022152582	2	10.1007/s10579-016-9340-0
pub.1022167040	1	10.1080/13569783.2016.1155405
