eid	level	doi
84865472903	2	10.1007/s10579-011-9139-y
84865688636	2	10.1007/s00799-003-0061-9
84865777546	2	10.1007/s00799-012-0092-1
84865799036	2	10.1007/s00799-012-0083-2
84865808259	2	10.1007/s00799-012-0089-9
84865813851	2	10.1007/s00799-012-0088-x
84865819354	2	10.1007/s00799-012-0085-0
84865820089	2	10.1007/s00799-012-0087-y
84865826953	2	10.1007/s00799-012-0086-z
84865831146	2	10.1007/s00799-012-0084-1
84866262997	2	10.1007/s00799-012-0078-z
84866641473	2	10.1080/19386389.2012.699845
84866653599	2	10.1080/19386389.2012.699822
84866655285	2	10.1080/19386389.2012.699831
84866660123	2	10.1080/19386389.2012.699823
84866660377	2	10.1080/19386389.2012.699829
84866667967	2	10.1080/19386389.2012.699828
84866669583	2	10.1080/19386389.2012.699834
84866681529	2	10.1080/19386389.2012.700604
84866692299	2	10.1080/19386389.2012.699836
84866697591	2	10.1080/19386389.2012.699854
84866702180	2	10.1080/19386389.2012.700606
84866703057	2	10.1080/19386389.2012.700597
84866717727	2	10.1080/19386389.2012.699842
84866718442	2	10.1080/19386389.2012.699825
84866723359	1	10.1007/s10579-012-9189-9
84866723359	2	10.1007/s10579-012-9189-9
84866728506	1	10.1007/s10579-011-9165-9
84866728506	2	10.1007/s10579-011-9165-9
84866730133	1	10.1007/s10579-012-9186-z
84866730133	2	10.1007/s10579-012-9186-z
84866732082	1	10.1007/s10579-012-9177-0
84866732082	2	10.1007/s10579-012-9177-0
84866733052	1	10.1007/s10579-012-9188-x
84866733052	2	10.1007/s10579-012-9188-x
84866735065	1	10.1007/s10579-012-9183-2
84866735065	2	10.1007/s10579-012-9183-2
84866740552	1	10.1007/s10579-012-9181-4
84866740552	2	10.1007/s10579-012-9181-4
84866742750	1	10.1007/s10579-012-9191-2
84866742750	2	10.1007/s10579-012-9191-2
84867128786	1	10.1093/llc/fqs031
84867136295	1	10.1093/llc/fqs035
84867510925	2	10.1007/s007990000034
84867511418	2	10.1007/s007990100046
84867511422	2	NULL
84867516452	2	10.1007/s00799-004-0089-5
84867539141	2	10.1007/s00799-003-0058-4
84867861184	1	10.1007/s10579-011-9140-5
84867861184	2	10.1007/s10579-011-9140-5
84867866200	1	10.1007/s10579-011-9148-x
84867866200	2	10.1007/s10579-011-9148-x
84867878249	1	10.1007/s10579-011-9143-2
84867878249	2	10.1007/s10579-011-9143-2
84867884154	1	10.1007/s10579-010-9135-7
84867884154	2	10.1007/s10579-010-9135-7
84867891169	1	10.1007/s10579-010-9134-8
84867891169	2	10.1007/s10579-010-9134-8
84867891906	1	10.1007/s10579-010-9130-z
84867891906	2	10.1007/s10579-010-9130-z
84868096826	2	10.1007/s00146-011-0364-0
84868112846	1	10.1093/llc/fqs028
84868121046	2	10.1007/s00146-011-0365-z
84868125213	2	10.1007/s00146-011-0322-x
84868130261	1	10.1093/llc/fqs020
84868133884	1	10.1093/llc/fqs017
84868137409	1	10.1093/llc/fqs014
84868138650	2	10.1007/s00146-011-0370-2
84868140076	2	10.1007/s00146-011-0333-7
84868141538	2	10.1007/s00146-011-0334-6
84868143508	2	10.1007/s00146-011-0367-x
84868151514	1	10.1093/llc/fqs034
84868154248	1	10.1093/llc/fqs021
84868155100	1	10.1093/llc/fqs013
84868156735	2	10.1007/s00146-012-0386-2
84868194891	2	10.1007/s00146-012-0371-9
84868223550	1	10.1080/13569783.2012.727628
84868226040	1	10.1080/13569783.2012.727626
84868226086	1	10.1080/13569783.2012.727622
84868231151	1	10.1080/13569783.2012.727625
84868232255	1	10.1080/13569783.2012.727623
84868242390	1	10.1080/13569783.2012.727624
84868252713	1	10.1080/13569783.2012.727627
84869057864	2	10.1007/s00146-009-0245-y
84869206532	2	10.1162/COLI_a_00112
84869218690	2	10.1162/COLI_a_00129
84869225248	2	10.1162/COLI_a_00111
84869232124	2	10.1162/COLI_a_00110
84869232290	2	10.1162/COLI_a_00113
84869235422	2	10.1162/COLI_a_00109
84870022746	2	10.1080/19386389.2012.735525
84870027301	2	10.1080/19386389.2012.735562
84870031632	2	10.1080/19386389.2012.735573
84870052644	2	10.1080/19386389.2012.735523
84870277454	2	10.1007/s00146-009-0251-0
84870387991	2	10.1007/s00799-012-0100-5
84870388152	2	10.1007/s00799-012-0096-x
84870390865	2	10.1007/s00799-012-0094-z
84870393195	2	10.1007/s00799-012-0098-8
84870395584	1	10.1007/s10579-012-9182-3
84870395584	2	10.1007/s10579-012-9182-3
84870405603	1	10.1007/s10579-012-9193-0
84870405603	2	10.1007/s10579-012-9193-0
84870411123	1	10.1007/s10579-011-9145-0
84870411123	2	10.1007/s10579-011-9145-0
84870418417	1	10.1007/s10579-011-9171-y
84870418417	2	10.1007/s10579-011-9171-y
84870429737	1	10.1007/s10579-011-9156-x
84870429737	2	10.1007/s10579-011-9156-x
84870452979	1	10.1007/s10579-011-9146-z
84870452979	2	10.1007/s10579-011-9146-z
84870467475	1	10.1007/s10579-011-9172-x
84870467475	2	10.1007/s10579-011-9172-x
84870471733	1	10.1007/s10579-011-9166-8
84870471733	2	10.1007/s10579-011-9166-8
84871358677	2	10.1080/09296174.2012.714538
84871374245	2	10.1080/09296174.2012.714537
84871384938	2	10.1080/09296174.2012.714534
84871393284	2	10.1080/09296174.2012.714531
84873106314	2	10.1007/s00146-012-0401-7
84873107260	2	10.1007/s00146-012-0400-8
84873119457	2	10.1007/s00146-012-0414-2
84873145734	2	10.1007/s00146-012-0389-z
84873162921	2	10.1007/s00146-012-0418-y
84873196623	2	10.1007/s00146-012-0412-4
84873202881	2	10.1007/s00146-012-0398-y
84874042736	2	10.1080/09296174.2012.754602
84874058984	2	10.1080/09296174.2012.754596
84874068509	2	10.1080/09296174.2012.754601
84874092678	2	10.1080/09296174.2012.754597
84874450645	1	10.1080/13569783.2012.756169
84874471647	1	10.1080/13569783.2012.756167
84874481546	1	10.1080/13569783.2012.756178
84874486960	1	10.1080/13569783.2012.756182
84874490020	1	10.1080/13569783.2012.756165
84874592879	2	10.1162/COLI_a_00135
84874607370	2	10.1162/COLI_a_00134
84874614392	2	10.1162/COLI_a_00136
84874618096	2	10.1162/COLI_a_00137
84874622627	2	10.1162/COLI_a_00138
84874636278	2	10.1162/COLI_a_00132
84874642079	2	10.1162/COLI_a_00133
84874642218	2	10.1162/COLI_a_00139
84874677096	1	10.1007/s10579-012-9176-1
84874677096	2	10.1007/s10579-012-9176-1
84874686520	1	10.1007/s10579-011-9168-6
84874686520	2	10.1007/s10579-011-9168-6
84874686989	1	10.1007/s10579-012-9192-1
84874686989	2	10.1007/s10579-012-9192-1
84874694196	1	10.1007/s10579-012-9187-y
84874694196	2	10.1007/s10579-012-9187-y
84874703151	1	10.1007/s10579-012-9196-x
84874703151	2	10.1007/s10579-012-9196-x
84874719022	1	10.1007/s10579-012-9178-z
84874719022	2	10.1007/s10579-012-9178-z
84874727608	1	10.1007/s10579-012-9195-y
84874727608	2	10.1007/s10579-012-9195-y
84874728796	1	10.1007/s10579-012-9180-5
84874728796	2	10.1007/s10579-012-9180-5
84874732331	1	10.1007/s10579-013-9220-9
84874732331	2	10.1007/s10579-013-9220-9
84874751668	1	10.1007/s10579-012-9185-0
84874751668	2	10.1007/s10579-012-9185-0
84874753376	1	10.1007/s10579-012-9203-2
84874753376	2	10.1007/s10579-012-9203-2
84874960704	2	10.1007/s00799-012-0097-9
84874990746	2	10.1007/s00799-012-0101-4
84874993520	2	10.1007/s00799-012-0102-3
84874996536	2	10.1007/s00799-013-0103-x
84875488756	2	10.1162/COLI_a_00148
84875543961	2	10.1162/COLI_a_00124
84875767687	1	10.1093/llc/fqs057
84875779875	1	10.1093/llc/fqs048
84875781922	1	10.1093/llc/fqs050
84875784502	1	10.1093/llc/fqs052
84875785144	1	10.1093/llc/fqs047
84875790690	1	10.1093/llc/fqs053
84875792977	1	10.1093/llc/fqs062
84875795738	1	10.1093/llc/fqs059
84875795931	1	10.1093/llc/fqs049
84875799790	1	10.1093/llc/fqs051
84875800547	1	10.1093/llc/fqs058
84876307814	2	10.1080/19386389.2013.778728
84876316397	2	10.1080/19386389.2013.778732
84876336142	2	10.1080/19386389.2013.778725
84876424609	2	10.1007/s00146-012-0395-1
84876431769	2	10.1007/s00146-012-0408-0
84876435440	2	10.1007/s00146-012-0405-3
84876441435	2	10.1007/s00146-012-0415-1
84876442879	2	10.1007/s00146-012-0406-2
84876446290	2	10.1007/s00146-012-0390-6
84876451840	2	10.1007/s00146-012-0429-8
84876452961	2	10.1007/s00146-012-0404-4
84877033915	2	10.1162/COLI_a_00123
84877038624	2	10.1080/09296174.2013.773137
84877038704	2	10.1080/09296174.2013.773136
84877044909	2	10.1080/09296174.2013.773140
84877046902	2	10.1080/09296174.2013.773141
84877049566	2	10.1162/COLI_a_00125
84877067773	2	10.1080/09296174.2013.773138
84877079140	2	10.1162/COLI_a_00122
84877085938	2	10.1162/COLI_a_00127
84877274650	2	10.1162/COLI_a_00153
84878427442	1	10.1093/llc/fqs067
84878430401	1	10.1093/llc/fqt016
84878430865	1	10.1093/llc/fqs069
84878432726	1	10.1093/llc/fqs036
84878435654	1	10.1093/llc/fqs063
84878436376	1	10.1093/llc/fqs046
84878438424	1	10.1093/llc/fqt007
84878446102	1	10.1093/llc/fqs018
84878446488	1	10.1093/llc/fqs076
84878449462	1	10.1093/llc/fqs045
84878451113	1	10.1093/llc/fqt001
84878459498	1	10.1093/llc/fqs044
84878462246	1	10.1093/llc/fqs068
84878466413	1	10.1093/llc/fqs040
84878471722	1	10.1093/llc/fqs077
84878525504	1	10.1007/s10579-012-9204-1
84878525504	2	10.1007/s10579-012-9204-1
84878527892	1	10.1007/s10579-012-9197-9
84878527892	2	10.1007/s10579-012-9197-9
84878533204	1	10.1007/s10579-012-9199-7
84878533204	2	10.1007/s10579-012-9199-7
84878539943	1	10.1007/s10579-013-9221-8
84878539943	2	10.1007/s10579-013-9221-8
84878568562	1	10.1007/s10579-012-9179-y
84878568562	2	10.1007/s10579-012-9179-y
84878570712	1	10.1007/s10579-013-9222-7
84878570712	2	10.1007/s10579-013-9222-7
84878581814	1	10.1007/s10579-012-9208-x
84878581814	2	10.1007/s10579-012-9208-x
84878588253	1	10.1007/s10579-012-9198-8
84878588253	2	10.1007/s10579-012-9198-8
84878594171	1	10.1007/s10579-013-9223-6
84878594171	2	10.1007/s10579-013-9223-6
84878598720	1	10.1007/s10579-013-9217-4
84878598720	2	10.1007/s10579-013-9217-4
84878630535	1	10.1080/13569783.2013.787259
84878632348	1	10.1080/13569783.2013.787256
84878653716	1	10.1080/13569783.2013.787254
84878657040	1	10.1080/13569783.2013.787260
84878662929	1	10.1080/13569783.2013.787264
84878664187	1	10.1080/13569783.2013.787255
84878664590	1	10.1080/13569783.2013.787262
84880161071	2	10.1162/COLI_a_00146
84880252380	2	10.1080/09296174.2013.799910
84880255235	2	10.1080/09296174.2013.799911
84880262814	2	10.1080/09296174.2013.799914
84880273097	2	10.1080/09296174.2013.799917
84880290048	2	10.1080/09296174.2013.799919
84880318018	2	10.1080/09296174.2013.799918
84880319616	2	10.1080/09296174.2013.799912
84881125072	2	10.1162/COLI_a_00166
84881140110	2	10.1162/COLI_a_00143
84881161248	2	10.1162/COLI_a_00149
84881176433	2	10.1162/COLI_a_00145
84881183122	2	10.1162/COLI_a_00144
84881185697	2	10.1162/COLI_a_00142
84881192667	2	10.1162/COLI_a_00141
84881218545	2	10.1007/s00146-012-0410-6
84881230795	2	10.1007/s00146-012-0394-2
84881242795	2	10.1007/s00146-012-0397-z
84881242904	2	10.1007/s00146-012-0387-1
84881244541	2	10.1007/s00146-012-0427-x
84881259076	2	10.1007/s00146-012-0403-5
84881262177	2	10.1007/s00146-012-0409-z
84881262438	2	10.1007/s00146-012-0413-3
84881290536	1	10.1007/s10579-013-9250-3
84881290536	2	10.1007/s10579-013-9250-3
84882237159	1	10.1080/13569783.2013.810929
84882246707	1	10.1080/13569783.2013.810926
84882272591	1	10.1080/13569783.2013.810930
84882278396	1	10.1080/13569783.2013.810928
84883149308	1	10.1093/llc/fqs055
84883158285	1	10.1093/llc/fqs019
84883161683	1	10.1093/llc/fqs054
84883166224	1	10.1093/llc/fqs065
84883166645	1	10.1093/llc/fqs070
84883174360	1	10.1093/llc/fqs064
84883175065	1	10.1093/llc/fqs056
84883176917	1	10.1093/llc/fqs071
84883179474	1	10.1093/llc/fqs015
84883201584	1	10.1093/llc/fqs041
84883447787	1	10.1007/s10579-012-9194-z
84883447787	2	10.1007/s10579-012-9194-z
84883449732	1	10.1007/s10579-013-9237-0
84883449732	2	10.1007/s10579-013-9237-0
84883450081	1	10.1007/s10579-012-9207-y
84883450081	2	10.1007/s10579-012-9207-y
84883450760	1	10.1007/s10579-012-9205-0
84883450760	2	10.1007/s10579-012-9205-0
84883450942	1	10.1007/s10579-012-9212-1
84883450942	2	10.1007/s10579-012-9212-1
84883451920	1	10.1007/s10579-012-9210-3
84883451920	2	10.1007/s10579-012-9210-3
84883452997	1	10.1007/s10579-012-9209-9
84883452997	2	10.1007/s10579-012-9209-9
84883453938	1	10.1007/s10579-013-9219-2
84883453938	2	10.1007/s10579-013-9219-2
84883455600	1	10.1007/s10579-012-9200-5
84883455600	2	10.1007/s10579-012-9200-5
84883459112	1	10.1007/s10579-012-9206-z
84883459112	2	10.1007/s10579-012-9206-z
84883462175	1	10.1007/s10579-012-9201-4
84883462175	2	10.1007/s10579-012-9201-4
84883463569	1	10.1007/s10579-013-9248-x
84883463569	2	10.1007/s10579-013-9248-x
84883464441	1	10.1007/s10579-013-9229-0
84883464441	2	10.1007/s10579-013-9229-0
84883465828	1	10.1007/s10579-013-9247-y
84883465828	2	10.1007/s10579-013-9247-y
84883466026	1	10.1007/s10579-012-9202-3
84883466026	2	10.1007/s10579-012-9202-3
84883653506	2	10.1007/s00799-013-0105-8
84883656266	2	10.1007/s00799-013-0104-9
84883657241	2	10.1007/s00799-013-0106-7
84885371532	2	10.1007/s00146-009-0250-1
84885375628	2	10.1007/s00146-009-0248-8
84886379580	1	10.1093/llc/fqt060
84886385096	1	10.1093/llc/fqt050
84886385664	1	10.1093/llc/fqt059
84886388125	1	10.1093/llc/fqt049
84886388829	1	10.1093/llc/fqt057
84886393214	1	10.1093/llc/fqt039
84886395661	1	10.1093/llc/fqt038
84886402105	1	10.1093/llc/fqt043
84886408499	1	10.1093/llc/fqt051
84886410663	1	10.1093/llc/fqt032
84886415750	1	10.1093/llc/fqt040
84886421864	1	10.1093/llc/fqt017
84886423970	1	10.1093/llc/fqt064
84886425517	1	10.1093/llc/fqt061
84886426400	1	10.1093/llc/fqt053
84886432629	1	10.1093/llc/fqt027
84886438348	1	10.1093/llc/fqt048
84886447954	1	10.1093/llc/fqt024
84887772177	1	10.1007/s10579-013-9256-x
84887772177	2	10.1007/s10579-013-9256-x
84887861803	2	10.1080/19386389.2013.826095
84887893606	2	10.1080/19386389.2013.826074
84887915131	2	10.1080/19386389.2013.827513
84887920852	2	10.1080/19386389.2013.826036
84887930894	2	10.1080/19386389.2013.826063
84887936061	2	10.1080/19386389.2013.828527
84887940769	2	10.1080/19386389.2013.826067
84887958227	2	10.1080/19386389.2013.826076
84887961936	2	10.1080/19386389.2013.826075
84887968954	2	10.1080/19386389.2013.826061
84887971875	2	10.1080/19386389.2013.828551
84888083053	1	10.1080/13569783.2013.836920
84888084550	2	10.1162/COLI_a_00160
84888089143	2	10.1162/COLI_a_00171
84888090154	2	10.1162/COLI_a_00152
84888092573	2	10.1162/COLI_a_00158
84888093690	1	10.1080/13569783.2013.836921
84888098390	2	10.1162/COLI_a_00162
84888116130	1	10.1080/13569783.2013.836919
84888117621	2	10.1162/COLI_a_00150
84888119348	2	10.1162/COLI_a_00151
84888123027	2	10.1162/COLI_a_00159
84888861280	2	10.1080/09296174.2013.830554
84888862857	2	10.1080/09296174.2013.830549
84888862905	2	10.1080/09296174.2013.830552
84888869439	2	10.1080/09296174.2013.830551
84888879157	2	10.1080/09296174.2013.830550
84888882048	2	10.1080/09296174.2013.830553
84889561668	2	10.1007/s00146-013-0500-0
84889562286	2	10.1007/s00146-013-0512-9
84889566090	2	10.1007/s00146-013-0443-5
84889578637	2	10.1007/s00146-012-0422-2
84889579651	2	10.1007/s00146-013-0454-2
84889584429	2	10.1007/s00146-012-0436-9
84889586977	2	10.1007/s00146-013-0455-1
84889593072	2	10.1007/s00146-013-0511-x
84889593554	2	10.1007/s00146-013-0445-3
84889594857	2	10.1007/s00146-013-0513-8
84889600218	2	10.1007/s00146-013-0453-3
84889600876	2	10.1007/s00146-013-0447-1
84889604016	2	10.1007/s00146-013-0503-x
84889605668	2	10.1007/s00146-013-0517-4
84889608116	2	10.1007/s00146-012-0420-4
84889610346	2	10.1007/s00146-013-0504-9
84889654747	2	10.1080/19386389.2013.846618
84889667073	2	10.1080/19386389.2013.831277
84889681766	2	10.1080/19386389.2013.849908
84889684994	2	10.1080/19386389.2013.846626
84890446514	1	10.1007/s10579-013-9233-4
84890446514	2	10.1007/s10579-013-9233-4
84890523555	1	10.1007/s10579-013-9234-3
84890523555	2	10.1007/s10579-013-9234-3
84890547913	1	10.1007/s10579-013-9238-z
84890547913	2	10.1007/s10579-013-9238-z
84890548134	1	10.1007/s10579-013-9224-5
84890548134	2	10.1007/s10579-013-9224-5
84890552349	1	10.1007/s10579-012-9211-2
84890552349	2	10.1007/s10579-012-9211-2
84890555687	1	10.1007/s10579-013-9236-1
84890555687	2	10.1007/s10579-013-9236-1
84890557107	1	10.1007/s10579-013-9232-5
84890557107	2	10.1007/s10579-013-9232-5
84890560243	1	10.1007/s10579-012-9214-z
84890560243	2	10.1007/s10579-012-9214-z
84890560970	1	10.1007/s10579-013-9216-5
84890560970	2	10.1007/s10579-013-9216-5
84890561885	1	10.1007/s10579-013-9240-5
84890561885	2	10.1007/s10579-013-9240-5
84890564484	1	10.1007/s10579-013-9227-2
84890564484	2	10.1007/s10579-013-9227-2
84890564507	1	10.1007/s10579-012-9213-0
84890564507	2	10.1007/s10579-012-9213-0
84890567675	1	10.1007/s10579-013-9239-y
84890567675	2	10.1007/s10579-013-9239-y
84890569868	1	10.1007/s10579-013-9215-6
84890569868	2	10.1007/s10579-013-9215-6
84890570813	1	10.1007/s10579-013-9218-3
84890570813	2	10.1007/s10579-013-9218-3
84890571355	1	10.1007/s10579-013-9231-6
84890571355	2	10.1007/s10579-013-9231-6
84890916821	2	10.1080/09296174.2013.856132
84890927472	2	10.1080/09296174.2013.856131
84890936690	2	10.1080/09296174.2013.856129
84890937944	2	10.1080/09296174.2013.857176
84890944188	2	10.1080/09296174.2013.856130
84891703342	1	10.1007/s10579-013-9262-z
84891703342	2	10.1007/s10579-013-9262-z
84894534098	1	10.1080/13569783.2013.872434
84894542012	1	10.1080/13569783.2013.872428
84894557309	1	10.1080/13569783.2013.872430
84894560447	1	10.1080/13569783.2013.872432
84894562072	1	10.1080/13569783.2013.872426
84894567576	1	10.1080/13569783.2013.872425
84894589535	1	10.1080/13569783.2013.872427
84894597949	1	10.1080/13569783.2013.872431
84894686943	2	10.1080/09296174.2014.882188
84894741885	2	10.1080/09296174.2014.882186
84894755820	2	10.1080/09296174.2014.882184
84894766406	2	10.1080/09296174.2014.882191
84894775933	2	10.1080/09296174.2014.882187
84896286043	1	10.1093/llc/fqt014
84896443753	1	10.1093/llc/fqt011
84896445515	1	10.1093/llc/fqt015
84896449796	1	10.1093/llc/fqt002
84896462021	1	10.1093/llc/fqt008
84896469182	1	10.1093/llc/fqs074
84896471074	1	10.1093/llc/fqs073
84896486567	1	10.1093/llc/fqt009
84897020533	1	10.1007/s10579-013-9241-4
84897020533	2	10.1007/s10579-013-9241-4
84897020915	1	10.1007/s10579-013-9260-1
84897020915	2	10.1007/s10579-013-9260-1
84897023764	1	10.1007/s10579-013-9251-2
84897023764	2	10.1007/s10579-013-9251-2
84897026729	1	10.1007/s10579-013-9243-2
84897026729	2	10.1007/s10579-013-9243-2
84897026731	1	10.1007/s10579-014-9265-4
84897026731	2	10.1007/s10579-014-9265-4
84897029145	1	10.1007/s10579-013-9242-3
84897029145	2	10.1007/s10579-013-9242-3
84897029408	2	10.1007/s00799-014-0109-z
84897040818	2	10.1007/s00799-014-0110-6
84897091997	2	10.1007/s00799-014-0108-0
84897101310	2	10.1007/s00799-013-0107-6
84897681540	2	10.1162/COLI_a_00164
84897687169	2	10.1162/COLI_a_00163
84897709133	2	10.1162/COLI_a_00170
84897725927	2	10.1162/COLI_a_00179
84897730401	2	10.1162/COLI_a_00182
84897732334	2	10.1162/COLI_a_00169
84897741936	2	10.1162/COLI_a_00168
84897743792	2	10.1162/COLI_a_00167
84898414200	2	10.1080/19386389.2014.891892
84898458778	2	10.1007/s00146-013-0474-y
84898472110	2	10.1080/19386389.2014.891896
84898538319	2	10.1007/s00146-013-0478-7
84898538487	2	10.1007/s00146-013-0482-y
84898539531	2	10.1007/s00146-013-0476-9
84898543473	2	10.1007/s00146-013-0472-0
84898544047	2	10.1007/s00146-013-0475-x
84898546493	2	10.1007/s00146-013-0473-z
84898547024	2	10.1007/s00146-013-0480-0
84898547183	2	10.1007/s00146-013-0479-6
84898547605	2	10.1007/s00146-013-0481-z
84898548147	2	10.1007/s00146-013-0477-8
84899471738	2	10.1007/s00146-012-0439-6
84899472584	2	10.1007/s00146-012-0434-y
84899476721	2	10.1007/s00146-012-0431-1
84899477423	2	10.1007/s00146-012-0428-9
84899479972	2	10.1007/s00146-012-0433-z
84899481371	2	10.1007/s00146-013-0441-7
84899481386	2	10.1007/s00146-012-0426-y
84899482136	2	10.1007/s00146-013-0440-8
84899482606	2	10.1007/s00146-013-0452-4
84899486443	2	10.1007/s00146-013-0446-2
84899489005	2	10.1007/s00146-012-0425-z
84899491650	2	10.1007/s00146-012-0435-x
84899493706	2	10.1007/s00146-013-0456-0
84899861513	1	10.1007/s10579-013-9252-1
84899861513	2	10.1007/s10579-013-9252-1
84899911650	1	10.1007/s10579-013-9246-z
84899911650	2	10.1007/s10579-013-9246-z
84899913338	1	10.1007/s10579-013-9261-0
84899913338	2	10.1007/s10579-013-9261-0
84899925018	1	10.1007/s10579-013-9257-9
84899925018	2	10.1007/s10579-013-9257-9
84899942250	1	10.1007/s10579-013-9255-y
84899942250	2	10.1007/s10579-013-9255-y
84899981665	1	10.1007/s10579-013-9245-0
84899981665	2	10.1007/s10579-013-9245-0
84899993251	1	10.1007/s10579-013-9259-7
84899993251	2	10.1007/s10579-013-9259-7
84899994465	1	10.1007/s10579-013-9249-9
84899994465	2	10.1007/s10579-013-9249-9
84900796286	1	10.1093/llc/fqt021
84900801289	1	10.1093/llc/fqt026
84900802941	1	10.1093/llc/fqt020
84900812588	1	10.1093/llc/fqt018
84900822180	1	10.1093/llc/fqt019
84900822265	1	10.1093/llc/fqt025
84900834002	1	10.1093/llc/fqt028
84901398367	1	10.1080/13569783.2014.895613
84901419156	1	10.1080/13569783.2014.895614
84901445456	1	10.1080/13569783.2014.911512
84901465172	1	10.1080/13569783.2014.911806
84901657364	2	10.1080/19386389.2014.909670
84901666023	2	10.1080/19386389.2014.914775
84901682671	2	10.1080/19386389.2014.909677
84903457015	2	10.1162/COLI_a_00185
84903463953	2	10.1162/COLI_a_00178
84903471409	2	10.1162/COLI_a_00184
84903472508	2	10.1162/COLI_a_00174
84903475314	2	10.1162/COLI_a_00176
84903479480	2	10.1162/COLI_a_00173
84903479879	2	10.1162/COLI_a_00175
84903516153	2	10.1080/09296174.2014.911508
84903525745	2	10.1080/09296174.2014.911505
84903545007	2	10.1080/09296174.2014.911510
84903550554	2	10.1080/09296174.2014.911506
84904132813	2	10.1162/COLI_a_00177
84904959339	2	10.1007/s00146-013-0464-0
84904966531	2	10.1007/s00146-013-0466-y
84904970952	2	10.1007/s00146-013-0461-3
84904971661	2	10.1007/s00799-014-0115-1
84904977977	2	10.1007/s00146-013-0463-1
84904988492	2	10.1007/s00146-013-0457-z
84904989675	2	10.1007/s00799-014-0114-2
84904989704	2	10.1007/s00146-013-0459-x
84904997117	2	10.1007/s00146-013-0468-9
84905008332	2	10.1007/s00146-013-0469-8
84905010006	2	10.1007/s00799-014-0111-5
84905014496	2	10.1007/s00799-014-0116-0
84905021476	2	10.1007/s00146-013-0458-y
84905030701	2	10.1007/s00799-014-0112-4
84905031752	2	10.1007/s00799-014-0117-z
84905039305	2	10.1007/s00146-013-0460-4
84905041448	2	10.1007/s00146-013-0467-x
84905044796	2	10.1007/s00799-014-0118-y
84905053146	2	10.1007/s00146-013-0465-z
84905293857	2	10.1080/09296174.2014.944329
84905308978	2	10.1080/09296174.2014.944327
84905691647	2	10.1162/COLI_a_00203
84905897371	2	10.1080/09296174.2014.944330
84906847511	1	10.1093/llc/fqu028
84906849794	1	10.1093/llc/fqu018
84906851953	1	10.1093/llc/fqu017
84906854476	1	10.1093/llc/fqu005
84906856713	1	10.1093/llc/fqu022
84906858216	1	10.1093/llc/fqu037
84906858835	1	10.1093/llc/fqu026
84906859630	1	10.1093/llc/fqu023
84906860312	1	10.1093/llc/fqu015
84906879790	1	10.1093/llc/fqu030
84906883193	1	10.1093/llc/fqu031
84906883245	1	10.1093/llc/fqu016
84906883489	1	10.1093/llc/fqu019
84906883988	1	10.1093/llc/fqu024
84906887585	1	10.1093/llc/fqu020
84906890786	1	10.1093/llc/fqu021
84907199576	1	10.1145/2629513
84907901377	2	10.1007/s00799-014-0128-9
84907901642	2	10.1007/s00799-014-0130-2
84907905164	2	10.1007/s00146-014-0573-4
84908149034	2	10.1007/s00146-014-0568-1
84908271537	2	10.1007/s00146-014-0567-2
84908284247	2	10.1007/s00799-014-0132-0
84908287190	2	10.1007/s00146-014-0571-6
84908529825	2	10.1007/s00146-014-0569-0
84910032846	2	10.1162/COLI_a_00191
84910036106	2	10.1162/COLI_a_00196
84910048973	2	10.1162/COLI_a_00194
84910064368	2	10.1162/COLI_a_00198
84910067653	2	10.1162/COLI_a_00193
84910070127	2	10.1007/s00799-014-0133-z
84910073639	2	10.1162/COLI_a_00197
84910078745	2	10.1162/COLI_a_00192
84910082270	2	10.1162/COLI_a_00195
84910101612	2	10.1162/COLI_a_00190
84911001888	2	10.1007/s00146-013-0487-6
84911002128	2	10.1007/s00146-013-0494-7
84911002454	2	10.1007/s00146-013-0492-9
84911002635	2	10.1007/s00146-013-0493-8
84911004190	2	10.1007/s00146-013-0501-z
84911006621	2	10.1007/s00146-013-0491-x
84911006727	2	10.1007/s00146-013-0489-4
84913553290	1	10.1007/s10579-014-9288-x
84913553290	2	10.1007/s10579-014-9288-x
84914102308	1	10.1007/s10579-014-9267-2
84914102308	2	10.1007/s10579-014-9267-2
84914112689	1	10.1007/s10579-014-9273-4
84914112689	2	10.1007/s10579-014-9273-4
84914148739	1	10.1007/s10579-014-9291-2
84914148739	2	10.1007/s10579-014-9291-2
84914149331	1	10.1007/s10579-013-9258-8
84914149331	2	10.1007/s10579-013-9258-8
84914155994	1	10.1007/s10579-014-9286-z
84914155994	2	10.1007/s10579-014-9286-z
84914165708	2	10.1007/s00799-014-0134-y
84918491303	2	10.1080/19386389.2014.992664
84918491895	2	10.1162/COLI_a_00199
84918494696	2	10.1080/19386389.2014.978235
84918495669	2	10.1080/19386389.2014.984572
84918503093	2	10.1080/19386389.2014.977725
84918531827	2	10.1162/COLI_a_00200
84918537866	2	10.1162/COLI_a_00204
84918545587	2	10.1162/COLI_a_00202
84918560198	2	10.1080/19386389.2014.990846
84918588693	2	10.1080/19386389.2014.977731
84919619442	1	10.1080/13569783.2014.928004
84919621017	1	10.1080/13569783.2014.928012
84919625130	2	10.1080/09296174.2014.974458
84919627267	1	10.1080/13569783.2014.928009
84919634838	1	10.1080/13569783.2014.928008
84919653141	1	10.1080/13569783.2014.928011
