ut	level	doi
000377898300006	2	10.1007/s10579-016-9356-5
000377898300010	2	10.1007/s10579-016-9355-6
000378040800004	2	10.1162/COLI_a_00248
000378144700003	1	10.1093/llc/fqu047
000380128100006	1	10.1080/13569783.2016.1189822
000384763200013	1	10.1093/llc/fqv006
000385833600005	1	10.1093/llc/fqv009
000386585800010	1	10.1080/13569783.2016.1221310
000388281400006	2	10.1007/s10579-015-9302-y
000388852400004	1	10.1145/2940332
000391726300004	1	10.1145/2964911
000393039600001	2	10.1007/s10579-015-9327-2
000393039600006	2	10.1007/s10579-015-9304-9
000394880300002	2	10.1162/COLI_a_00261
000394880300007	2	10.1162/COLI_a_00266
000395810700007	1	10.1093/llc/fqv022
000396579800003	1	10.1080/13569783.2016.1263558
000398124800011	2	10.1007/s10579-016-9368-1
000398126100009	1	10.1093/llc/fqv033
000399500000006	2	10.1080/09296174.2016.1265800
000399927200009	1	10.1080/13569783.2017.1286978
000403358700007	2	10.1007/s10579-016-9350-y
000384451900002	2	10.1162/COLI_a_00253
000384451900005	2	10.1162/COLI_a_00256
000385615700002	2	10.1080/09296174.2016.1169851
000385616300001	2	10.1080/09296174.2016.1226427
000385616300003	2	10.1080/09296174.2016.1226431
000394880300003	2	10.1162/COLI_a_00262
000394880300006	2	10.1162/COLI_a_00265
000396571200003	2	10.1080/09296174.2016.1260274
000396571200004	2	10.1080/09296174.2016.1226430
000396579800002	1	10.1080/13569783.2016.1263556
000396579800005	1	10.1080/13569783.2016.1263562
000398124800008	2	10.1007/s10579-016-9340-0
000398124800010	2	10.1007/s10579-016-9351-x
000398126100001	1	10.1093/llc/fqv035
000403358700011	2	10.1007/s10579-016-9373-4
000404351100002	1	10.1080/13569783.2017.1324775
000406002800008	1	10.1093/llc/fqv070
000406002800017	1	10.1093/llc/fqv068
000417911000003	1	10.1093/llc/fqx022
000417911000009	1	10.1093/llc/fqx033
000419453500001	1	10.1145/3064419
000419904800003	1	10.1080/13569783.2017.1396889
000430051300009	1	10.1080/13569783.2018.1442211
000431078900004	1	10.1093/llc/fqx002
000434636800001	1	10.1145/3145534
000438146000006	1	10.1080/13569783.2018.1468243
000441548800002	2	10.1007/s10579-018-9414-2
000443560800007	1	10.1093/llc/fqx051
000443560800008	1	10.1093/llc/fqx061
000443560800014	1	10.1093/llc/fqx052
000443560800016	1	10.1093/llc/fqx066
000443900000001	1	10.1145/1841317.1841318
000443901600001	1	10.1145/1805961.1805962
000445216700004	2	10.1162/coli_a_00324
000445216700007	2	10.1162/coli_a_00327
000452749800003	1	10.1093/llc/fqy009
000456779800002	1	10.1145/3127090
000403358700010	2	10.1007/s10579-016-9366-3
000404611300002	2	10.1162/COLI_a_00285
000406002800005	1	10.1093/llc/fqv067
000407360600011	2	10.1007/s10579-016-9377-0
000411504500004	2	10.1080/09296174.2017.1311448
000417904700008	1	10.1093/llc/fqw062
000417904700013	1	10.1093/llc/fqx012
000417907800008	1	10.1093/llc/fqw018
000417909900004	1	10.1093/llc/fqw027
000417911000014	1	10.1093/llc/fqx025
000419453500003	1	10.1145/3051487
000424674500004	2	10.1007/s10579-017-9399-2
000427544200003	2	10.1162/COLI_a_00307
000427558500002	2	10.1080/09296174.2017.1338119
000427558500004	2	10.1080/09296174.2017.1339441
000427558800004	2	10.1080/09296174.2017.1360172
000427558800006	2	10.1080/09296174.2017.1348014
000430051300005	1	10.1080/13569783.2018.1438177
000430051300011	1	10.1080/13569783.2018.1438178
000434636800004	1	10.1145/3127324
000434636800005	1	10.1145/3117801
000443559100003	1	10.1093/llc/fqx008
000443560800004	1	10.1093/llc/fqx055
000443560800006	1	10.1093/llc/fqx058
000444091500007	1	10.1080/13569783.2018.1494559
000448060000002	2	10.1007/s10579-018-9418-y
000452749800007	1	10.1093/llc/fqy006
000454327700001	2	10.1162/coli_a_00328
000454327700011	2	10.1162/coli_a_00338
000457148000006	1	10.1145/3230674
000384763200003	1	10.1093/llc/fqv005
000388281400002	2	10.1007/s10579-015-9323-6
000388281400009	2	10.1007/s10579-015-9307-6
000388852400001	1	10.1145/2872278
000388852400006	1	10.1145/2948069
000391726300001	1	10.1145/2915919
000391726300003	1	10.1145/2943778
000399927200003	1	10.1080/13569783.2017.1286976
000403358700004	2	10.1007/s10579-016-9376-1
000404351100005	1	10.1080/13569783.2017.1326809
000404611300001	2	10.1162/COLI_a_00284
000407360600001	2	10.1007/s10579-016-9343-x
000407360600004	2	10.1007/s10579-017-9392-9
000407360600010	2	10.1007/s10579-016-9364-5
000411504500001	2	10.1080/09296174.2017.1304049
000411507800003	2	10.1162/COLI_a_00293
000413908800003	1	10.1080/13569783.2017.1358082
000413908800012	1	10.1080/13569783.2017.1359085
000417904700010	1	10.1093/llc/fqw049
000417904700012	1	10.1093/llc/fqx006
000417907800002	1	10.1093/llc/fqw024
000417907800010	1	10.1093/llc/fqw017
000417911000006	1	10.1093/llc/fqx026
000417911000007	1	10.1093/llc/fqx039
000417911000016	1	10.1093/llc/fqx014
000424674500008	2	10.1007/s10579-017-9402-y
000425711000003	1	10.1145/3099618
000425711000004	1	10.1145/3084547
000427544200005	2	10.1162/COLI_a_00309
000427558800002	2	10.1080/09296174.2017.1359883
000431078900013	1	10.1093/llc/fqx015
000432144400003	2	10.1007/s10579-017-9404-9
000432144400004	2	10.1007/s10579-017-9389-4
000432144400008	2	10.1007/s10579-017-9382-y
000436132400002	2	10.1162/COLI_a_00315
000445216700003	2	10.1162/coli_a_00323
000448060000003	2	10.1007/s10579-018-9426-y
000452749800005	1	10.1093/llc/fqy001
000452749800010	1	10.1093/llc/fqy014
000457148000002	1	10.1145/3216463
000457148000003	1	10.1145/3230673
000457148000004	1	10.1145/3230675
000407647900006	1	10.1145/3064527
000411504500005	2	10.1080/09296174.2017.1314411
000413908800013	1	10.1080/13569783.2017.1358081
000415620500002	2	10.1007/s10579-016-9361-8
000417907800007	1	10.1093/llc/fqw021
000417907800013	1	10.1093/llc/fqw031
000417911000011	1	10.1093/llc/fqx036
000419904800002	1	10.1080/13569783.2017.1396210
000419904800005	1	10.1080/13569783.2017.1398641
000424674500009	2	10.1007/s10579-017-9398-3
000427558500005	2	10.1080/09296174.2017.1341724
000430051300010	1	10.1080/13569783.2018.1441709
000431078900003	1	10.1093/llc/fqw065
000431078900006	1	10.1093/llc/fqx016
000431078900011	1	10.1093/llc/fqx001
000432144400009	2	10.1007/s10579-017-9385-8
000434636800002	1	10.1145/3092906
000436336500003	2	10.1080/09296174.2017.1371915
000438146000007	1	10.1080/13569783.2018.1477583
000441548800004	2	10.1007/s10579-017-9403-x
000441548800005	2	10.1007/s10579-017-9406-7
000441548800006	2	10.1007/s10579-018-9416-0
000441548800008	2	10.1007/s10579-018-9411-5
000443559100008	1	10.1093/llc/fqx047
000443559100009	1	10.1093/llc/fqx021
000443559100015	1	10.1093/llc/fqx020
000443560800002	1	10.1093/llc/fqx054
000443560800009	1	10.1093/llc/fqx056
000444496900003	2	10.1080/09296174.2017.1390934
000445216700005	2	10.1162/coli_a_00325
000404611300004	2	10.1162/COLI_a_00290
000406002800001	1	10.1093/llc/fqw016
000406002800010	1	10.1093/llc/fqw007
000406002800014	1	10.1093/llc/fqv071
000406002800016	1	10.1093/llc/fqw001
000407360600009	2	10.1007/s10579-016-9365-4
000417907800006	1	10.1093/llc/fqw025
000417909900010	1	10.1093/llc/fqw029
000425711000005	1	10.1145/3064644
000425711000006	1	10.1145/3057929
000427558500003	2	10.1080/09296174.2017.1338121
000427558800001	2	10.1080/09296174.2017.1352478
000431078900012	1	10.1093/llc/fqx007
000438146000003	1	10.1080/13569783.2018.1474093
000443559100001	1	10.1093/llc/fqx050
000443559100002	1	10.1093/llc/fqx034
000443560800001	1	10.1093/llc/fqx064
000443560800013	1	10.1093/llc/fqx043
000443900000003	1	10.1145/1841317.1841320
000444091500008	1	10.1080/13569783.2018.1507730
000444496900002	2	10.1080/09296174.2017.1387961
000448060000005	2	10.1007/s10579-018-9420-4
000086370300002	2	10.1162/089120100561601
000087589500011	1	10.1023/A:1002476823351
000088075200007	1	10.1023/A:1002448312963
000089635700002	2	10.1162/089120100561728
000165509000002	1	10.1023/A:1026594916008
000167733600006	1	10.1023/A:1002681919510
000167734800006	1	10.1023/A:1002751519919
000168871500004	2	10.1162/089120100750105957
000169545700003	2	10.1162/089120101750300517
000169648000004	1	10.1023/A:1017556818634
000171613600003	2	10.1162/089120101317066122
000172594900003	1	NULL
000175684600003	2	10.1162/089120102317341765
000177980500002	1	10.1023/A:1020271707826
000181707500003	2	10.1162/089120103321337430
000184508600003	1	10.1023/A:1025067132504
000184508600006	1	10.1023/A:1025019216574
000184508600007	1	10.1023/A:1025042402655
000185302500003	1	10.1023/A:1025786724466
000186631500006	2	10.1162/089120103322711613
000207622400003	2	10.1080/09296170701378957
000207735300010	1	10.1093/llc/fqm037
000207735500002	1	10.1093/llc/fqn014
000207735500008	1	10.1093/llc/fqn010
000207735600005	1	10.1093/llc/fqn040
000209902300002	1	10.1145/2611376
000221930200004	1	10.1023/B:CHUM.0000031172.03949.48
000225158900002	2	10.1162/0891201041850885
000225691700004	1	10.1007/s10579-004-1110-8
000232471600003	2	10.1162/089120105774321073
000235203600002	2	10.1162/089120105775299122
000235203600004	2	10.1162/089120105775299140
000242377300003	2	10.1162/coli.2006.32.4.485
000245549200002	2	10.1162/coli.2007.33.1.3
000254203200009	2	10.1007/s10579-007-9057-1
000254203300004	2	10.1007/s10579-007-9050-8
000254203300005	2	10.1007/s10579-008-9063-y
000254485400001	2	10.1162/coli.2008.34.1.1
000254485400002	2	10.1162/coli.2008.34.1.35
000256443500001	2	10.1080/09296170600850544
000256592800004	2	10.1080/09296170701794286
000258117600005	2	10.1007/s10579-007-9047-3
000258117600009	2	10.1007/s10579-008-9067-7
000258162700001	2	10.1080/09296170802159439
000263115800001	2	10.1007/s10579-008-9076-6
000263798100002	2	10.1007/s10579-007-9046-4
000266277800003	2	10.1080/09296170902734222
000272350600004	2	10.1162/coli.07-031-R2-06-98
000272466300006	2	10.1162/coli.2009.35.4.35403
000272970700003	2	10.1080/09296170903211501
000277771100005	2	10.1080/09296171003643213
000279056000008	1	10.1080/13569781003700144
000279086100003	2	10.1007/s10579-010-9116-x
000283191000005	2	10.1007/s10579-010-9120-1
000284753400009	1	10.1093/llc/fqn033
000284754800007	1	10.1093/llc/fqp020
000284758900005	1	10.1093/llc/fqq007
000287922900002	2	10.1007/s10579-009-9112-1
000287922900004	2	10.1007/s10579-009-9114-z
000288801500010	1	10.1093/llc/fqq028
000291029800002	2	10.1162/COLI_a_00050
000291029800003	2	10.1162/COLI_a_00051
000291063000002	1	10.1093/llc/fqr001
000291063000003	1	10.1093/llc/fqr004
000291063000005	1	10.1093/llc/fqr006
000294122100008	1	10.1093/llc/fqr031
000296132100004	1	10.1093/llc/fqr026
000299555100001	2	10.1080/09296174.2011.581848
000299629300007	1	10.1080/13569783.2011.617108
000301006300005	2	NULL
000302289400008	2	10.1007/s10579-011-9174-8
000302289800003	1	10.1080/13569783.2012.648985
000304174500002	1	10.1080/13569783.2012.670422
000304199900001	1	10.1093/llc/fqs004
000306100900002	2	10.1162/COLI_a_00096
000306831700008	1	10.1080/13569783.2012.701444
000308083100008	2	10.1162/COLI_a_00108
000310164600005	2	10.1007/s10579-010-9134-8
000310321000003	1	10.1080/13569783.2012.727623
000310321000008	1	10.1080/13569783.2012.727628
000315648000008	2	10.1162/COLI_a_00138
000316543200005	1	10.1093/llc/fqs053
000319566100010	1	10.1080/13569783.2013.787257
000319776500002	2	10.1007/s10579-012-9197-9
000319776500003	2	10.1007/s10579-012-9198-8
000322301300003	2	10.1080/09296174.2012.754597
000323643100006	1	10.1093/llc/fqs054
000323643100011	1	10.1093/llc/fqs071
000323754700004	2	10.1007/s10579-012-9200-5
000323754700014	2	10.1007/s10579-013-9229-0
000325864800002	2	10.1162/COLI_a_00141
000325864800003	2	10.1162/COLI_a_00142
000325864800005	2	10.1162/COLI_a_00144
000328213000005	2	10.1007/s10579-013-9216-5
000328213000006	2	10.1007/s10579-013-9218-3
000331599600002	2	10.1080/09296174.2014.882184
000331599600004	2	10.1080/09296174.2014.882188
000331800800007	1	10.1080/13569783.2013.872434
000332150100009	2	10.1162/COLI_a_00182
000333210000008	2	10.1007/s10579-013-9241-4
000334162900003	1	10.1093/llc/fqt014
000335779200002	2	10.1007/s10579-013-9257-9
000335779200003	2	10.1007/s10579-013-9246-z
000335779200006	2	10.1007/s10579-013-9255-y
000338029100002	2	10.1080/09296174.2014.911506
000341843500002	2	10.1162/COLI_a_00191
000345008700003	1	10.1080/13569783.2014.954812
000345703000004	2	10.1007/s10579-014-9275-2
000345836000011	1	10.1093/llc/fqu021
000345836000015	1	10.1093/llc/fqu015
000345836000017	1	10.1093/llc/fqu019
000346409800002	2	10.1080/09296174.2014.974457
000346409800003	2	10.1080/09296174.2014.974458
000349889400002	2	10.1007/s10579-014-9281-4
000351506600003	2	10.1080/09296174.2014.1001635
000356452400007	1	10.1093/llc/fqt067
000357578000003	2	10.1007/s10579-013-9262-z
000364762000011	1	10.1080/13569783.2015.1059743
000364762000018	1	10.1080/13569783.2015.1059268
000365861900005	1	10.1080/13569783.2015.1065723
000367448800006	1	10.1093/llc/fqu032
000367448800008	1	10.1093/llc/fqu034
000367449700004	1	10.1093/llc/fqv044
000367449700008	1	10.1093/llc/fqv050
000367449700015	1	10.1093/llc/fqv043
000367813400002	2	10.1162/COLI_a_00233
000367813400006	2	10.1162/COLI_a_00239
000371922500006	1	NULL
000373936000002	2	10.1162/COLI_a_00242
000373936000004	2	10.1162/COLI_a_00244
000377898300003	2	10.1007/s10579-015-9324-5
000378040800005	2	10.1162/COLI_a_00249
000384451900007	2	10.1162/COLI_a_00258
000384763200010	1	10.1093/llc/fqu064
000385615700005	2	10.1080/09296174.2016.1169846
000385833600015	1	10.1093/llc/fqv065
000385833600016	1	10.1093/llc/fqw014
000388281400001	2	10.1007/s10579-016-9345-8
000394880300004	2	10.1162/COLI_a_00263
000395810700002	1	10.1093/llc/fqv019
000395810700012	1	10.1093/llc/fqw009
000395810700015	1	10.1093/llc/fqw056
000395810700016	1	10.1093/llc/fqw020
000395810700018	1	10.1093/llc/fqw012
000396579800007	1	10.1080/13569783.2016.1264264
000398126100004	1	10.1093/llc/fqv061
000398126100005	1	10.1093/llc/fqv034
000399736000004	1	10.1145/2983918
000399736200001	1	10.1145/3003435
000399736200006	1	10.1145/3051472
000404351100016	1	10.1080/13569783.2017.1329651
000404351100017	1	10.1080/13569783.2017.1329653
000406002800006	1	10.1093/llc/fqw005
000411504500003	2	10.1080/09296174.2017.1311447
000417904700002	1	10.1093/llc/fqw050
000417904700006	1	10.1093/llc/fqw054
000417911000004	1	10.1093/llc/fqx031
000417911000005	1	10.1093/llc/fqx038
000417911000013	1	NULL
000427558800005	2	10.1080/09296174.2017.1349358
000430051300004	1	10.1080/13569783.2018.1439735
000430051300006	1	10.1080/13569783.2018.1438179
000431078900009	1	10.1093/llc/fqx004
000432144400002	2	10.1007/s10579-017-9401-z
000434636800003	1	10.1145/3131778
000443559100004	1	10.1093/llc/fqx029
000443559100007	1	10.1093/llc/fqx045
000443560800005	1	10.1093/llc/fqx057
000444496900001	2	10.1080/09296174.2017.1373991
000448060000001	2	10.1007/s10579-018-9417-z
000452749800008	1	10.1093/llc/fqy008
000454327700004	2	10.1162/coli_a_00331
000454327700009	2	10.1162/coli_a_00336
000086370300005	2	10.1162/089120100561638
000087589500017	1	10.1023/A:1002439708427
000087589500025	1	10.1023/A:1002613125904
000088075200006	1	10.1023/A:1002644326332
000167733600007	1	10.1023/A:1002632712378
000167734800007	1	10.1023/A:1002787826686
000168872200003	2	NULL
000171613600001	2	10.1162/089120101317066104
000172594900006	1	NULL
000180120400006	2	10.1162/089120102762671972
000181393800004	1	10.1023/A:1022657227889
000187353300002	1	10.1023/B:CHUM.0000009291.06947.52
000207622400001	2	10.1080/09296170701379369
000207622400005	2	10.1080/09296170701378916
000207735500007	1	10.1093/llc/fqn015
000207735600002	1	10.1093/llc/fqn019
000207735600003	1	10.1093/llc/fqn022
000209902600005	1	10.1145/2629514
000209929400003	1	10.1145/2583114
000222533400001	2	10.1162/089120104323093267
000225691700001	1	10.1007/s10579-004-0233-2
000235356800004	2	10.1007/s10579-005-2694-3
000238767600003	2	10.1162/coli.2006.32.2.223
000240734900004	2	10.1162/coli.2006.32.3.417
000245549200003	2	10.1162/coli.2007.33.1.9
000245549200005	2	10.1162/coli.2007.33.1.63
000245549200006	2	10.1162/coli.2007.33.1.105
000250467300002	2	10.1007/s10579-007-9021-0
000250722300005	2	10.1007/s10579-007-9042-8
000254203200003	2	10.1007/s10579-007-9056-2
000254203200004	2	10.1007/s10579-007-9061-5
000254203200011	2	10.1007/s10579-007-9060-6
000256592800005	2	10.1080/09296170701803426
000256877500003	2	10.1080/09296170801961827
000258117600007	2	10.1007/s10579-007-9037-5
000260838500004	2	10.1007/s10579-008-9072-x
000261394600003	2	10.1080/09296170802326681
000261394600004	2	10.1080/09296170802326699
000263115800002	2	10.1007/s10579-008-9079-3
000263798100007	2	10.1007/s10579-009-9082-3
000269913700001	2	10.1007/s10579-009-9081-4
000272350800002	2	10.1162/coli.06-79-prep15
000276471100010	2	10.1007/s10579-009-9102-3
000279010600008	1	10.1080/13569780802655814
000279056000002	1	10.1080/13569781003700045
000279056000003	1	10.1080/13569781003700052
000283876600003	1	10.1080/13569783.2010.512184
000284757100004	1	10.1093/llc/fqp031
000284758300004	1	10.1093/llc/fqq005
000284758900001	1	10.1093/llc/fqq003
000284758900004	1	10.1093/llc/fqq008
000285382400003	2	NULL
000285641500003	1	10.1093/llc/fqq026
000285641500006	1	10.1093/llc/fqq019
000296881000001	2	10.1007/s10579-011-9144-1
000302081800002	2	10.1080/09296174.2011.638792
000302289400006	2	10.1007/s10579-011-9164-x
000306831700009	1	10.1080/13569783.2012.694038
000309134500010	2	10.1007/s10579-012-9189-9
000309469100007	1	10.1093/llc/fqs027
000310164600007	2	10.1007/s10579-011-9139-y
000310321000006	1	10.1080/13569783.2012.727626
000310373700005	1	10.1093/llc/fqs020
000311172500006	2	10.1162/COLI_a_00113
000315648000007	2	10.1162/COLI_a_00137
000316543200007	1	10.1093/llc/fqs051
000319566100003	1	10.1080/13569783.2013.787259
000319776500005	2	10.1007/s10579-012-9204-1
000319776500008	2	10.1007/s10579-013-9223-6
000323643100003	1	10.1093/llc/fqs065
000323643100007	1	10.1093/llc/fqs055
000323643100010	1	10.1093/llc/fqs064
000323754700007	2	10.1007/s10579-012-9210-3
000323754700011	2	10.1007/s10579-012-9212-1
000325692300010	1	10.1080/13569783.2013.810928
000325864800004	2	10.1162/COLI_a_00143
000327244300009	1	10.1093/llc/fqt040
000327244300012	1	10.1093/llc/fqt051
000328213000001	2	10.1007/s10579-012-9211-2
000328213000003	2	10.1007/s10579-012-9214-z
000328213000004	2	10.1007/s10579-013-9215-6
000328213000009	2	10.1007/s10579-013-9228-1
000331599600003	2	10.1080/09296174.2014.882191
000334162900002	1	10.1093/llc/fqt002
000337081700006	1	10.1093/llc/fqt019
000337081700007	1	10.1093/llc/fqt026
000338196000008	2	10.1162/COLI_a_00178
000341843500007	2	10.1162/COLI_a_00196
000342908000006	1	10.1080/13569783.2014.928009
000345008700007	1	10.1080/13569783.2014.954818
000345836000004	1	10.1093/llc/fqu031
000345836000010	1	10.1093/llc/fqu018
000345836000016	1	10.1093/llc/fqu023
000349889400003	2	10.1007/s10579-014-9293-0
000350571000002	1	10.1080/13569783.2014.975109
000351506600004	2	10.1080/09296174.2014.1001637
000351506600005	2	10.1080/09296174.2014.1001638
000353049400005	2	10.1162/COLI_a_00210
000355405000003	1	10.1080/13569783.2015.1022144
000356451800002	1	10.1093/llc/fqt036
000356452400002	1	10.1093/llc/fqt066
000356452400004	1	10.1093/llc/fqt063
000357648900004	2	10.1080/09296174.2015.1037158
000358361300004	2	10.1007/s10579-015-9303-x
000358361300006	2	10.1007/s10579-015-9309-4
000364015200009	1	10.1093/llc/fqu001
000364230000005	2	10.1007/s10579-015-9310-y
000364762000007	1	10.1080/13569783.2015.1059747
000364762000027	1	10.1080/13569783.2015.1060121
000367448800002	1	10.1093/llc/fqu039
000377898300002	2	10.1007/s10579-016-9352-9
000377898300004	2	10.1007/s10579-016-9354-7
000378144700004	1	10.1093/llc/fqu059
000380128100002	1	10.1080/13569783.2016.1195121
000384763200009	1	10.1093/llc/fqv008
000386585800006	1	10.1080/13569783.2016.1220250
000394880300005	2	10.1162/COLI_a_00264
000395810700001	1	10.1093/llc/fqv018
000396579800006	1	10.1080/13569783.2016.1263559
000398126100002	1	10.1093/llc/fqv054
000398796800001	2	10.1162/COLI_a_00273
000399500000002	2	10.1080/09296174.2016.1265794
000399500000005	2	10.1080/09296174.2016.1263786
000399500000007	2	10.1080/09296174.2016.1265793
000399736000003	1	10.1145/3004457
000399927200010	1	10.1080/13569783.2017.1293513
000407360600005	2	10.1007/s10579-016-9374-3
000407360600007	2	10.1007/s10579-016-9370-7
000415620500006	2	10.1007/s10579-016-9363-6
000417904700007	1	10.1093/llc/fqw048
000417907800011	1	10.1093/llc/fqw019
000424674500006	2	10.1007/s10579-017-9387-6
000424674500011	2	10.1007/s10579-017-9396-5
000427544200002	2	10.1162/COLI_a_00306
000432144400011	2	10.1007/s10579-017-9394-7
000436132400004	2	10.1162/COLI_a_00317
000436336500004	2	10.1080/09296174.2017.1373510
000438146000005	1	10.1080/13569783.2018.1473758
000438146000008	1	10.1080/13569783.2018.1476131
000441548800003	2	10.1007/s10579-018-9415-1
000443560800003	1	10.1093/llc/fqx059
000443560800012	1	10.1093/llc/fqx065
000443900000004	1	10.1145/1841317.1841321
000445216700006	2	10.1162/coli_a_00326
000452749800002	1	10.1093/llc/fqy004
000452749800006	1	10.1093/llc/fqy011
000452749800011	1	10.1093/llc/fqy016
000087589500006	1	10.1023/A:1002407003264
000087589500020	1	10.1023/A:1002674829964
000087589500024	1	10.1023/A:1002471322828
000167733600004	1	10.1023/A:1002433904577
000168871500003	2	10.1162/089120100750105948
000168872200001	2	10.1162/089120101300346787
000169648000005	1	10.1023/A:1017549100097
000176756300003	1	10.1023/A:1016182301378
000180120400005	2	10.1162/089120102762671963
000187353300005	1	10.1023/B:CHUM.0000009226.51168.47
000207622400007	2	10.1080/09296170701514189
000207735500004	1	10.1093/llc/fqn016
000230227800003	2	10.1162/0891201054223968
000238767600005	2	10.1162/coli.2006.32.2.273
000244448000001	2	10.1007/s10579-006-9004-6
000250467300011	2	10.1007/s10579-007-9020-1
000250722300003	2	10.1007/s10579-007-9035-7
000254203200008	2	10.1007/s10579-007-9051-7
000257139400005	2	10.1162/coli.2008.34.2.257
000261394600001	2	10.1080/09296170802326640
000266250400005	2	10.1007/s10579-009-9086-z
000269913700002	2	10.1007/s10579-009-9089-9
000272350600005	2	10.1162/coli.08-010-R1-07-048
000272350800004	2	10.1162/coli.06-69-prep5
000272350800005	2	10.1162/coli.06-78-prep14
000272350900004	2	10.1162/coli.08-032-R1-06-96
000272466300009	2	10.1162/coli.2009.35.4.35406
000279010600004	1	10.1080/13569780802655764
000279010600006	1	10.1080/13569780802655780
000279010600011	1	10.1080/13569780802655848
000279055600002	1	10.1080/13569780903285982
000279056000006	1	10.1080/13569781003700094
000279056000007	1	10.1080/13569781003700110
000281401300006	1	10.1080/13569783.2010.495272
000281744900002	2	10.1162/coli_a_00001
000281744900008	2	10.1162/coli_a_00006
000281744900010	2	10.1162/coli_a_00010
000281854100004	2	10.1080/09296174.2010.485450
000283191000003	2	10.1007/s10579-009-9109-9
000283191000004	2	10.1007/s10579-009-9110-3
000284753400010	1	10.1093/llc/fqn039
000284754100003	1	10.1093/llc/fqp008
000284754100007	1	10.1093/llc/fqp005
000285382400005	2	10.1162/coli_a_00015
000285382400006	2	10.1162/coli_a_00016
000287710000005	2	10.1080/09296174.2011.533592
000294122100011	1	10.1093/llc/fqr028
000296132100003	1	10.1093/llc/fqr009
000296132100005	1	10.1093/llc/fqr013
000296881000004	2	10.1007/s10579-011-9142-3
000298118200008	2	10.1162/COLI_a_00078
000302289400002	2	10.1007/s10579-011-9162-z
000302289400003	2	10.1007/s10579-011-9160-1
000302289400007	2	10.1007/s10579-011-9163-y
000304199900005	1	10.1093/llc/fqs003
000308083100007	2	10.1162/COLI_a_00107
000309134500002	2	10.1007/s10579-011-9165-9
000309134500008	2	10.1007/s10579-012-9183-2
000310321000007	1	10.1080/13569783.2012.727627
000313632100004	2	10.1080/09296174.2012.714538
000316004500002	2	10.1007/s10579-012-9176-1
000316004500005	2	10.1007/s10579-012-9180-5
000316543200006	1	10.1093/llc/fqs050
000316543200009	1	10.1093/llc/fqs052
000316543200011	1	10.1093/llc/fqs057
000317911900001	2	10.1080/09296174.2013.773136
000318556900001	2	10.1162/COLI_a_00122
000318556900005	2	10.1162/COLI_a_00127
000319473300008	1	10.1093/llc/fqs040
000319473300014	1	10.1093/llc/fqs077
000319473300017	1	10.1093/llc/fqs046
000322301300001	2	10.1080/09296174.2012.754596
000323754700002	2	10.1007/s10579-012-9205-0
000323754700006	2	10.1007/s10579-012-9201-4
000323754700013	2	10.1007/s10579-012-9207-y
000325692300007	1	10.1080/13569783.2013.810924
000327124700001	2	10.1162/COLI_a_00171
000327124700003	2	10.1162/COLI_a_00152
000327124700004	2	10.1162/COLI_a_00153
000327124700007	2	10.1162/COLI_a_00160
000327244300014	1	10.1093/llc/fqt057
000327244300021	1	10.1093/llc/fqt059
000328213000015	2	10.1007/s10579-013-9240-5
000331599600005	2	10.1080/09296174.2014.882186
000331800800001	1	10.1080/13569783.2013.872429
000332150100003	2	10.1162/COLI_a_00164
000332150100004	2	10.1162/COLI_a_00167
000332150100006	2	10.1162/COLI_a_00169
000333210000003	2	10.1007/s10579-013-9260-1
000333210000007	2	10.1007/s10579-013-9251-2
000333516500004	1	10.1080/13569783.2013.836920
000337081700001	1	10.1093/llc/fqt028
000337081700004	1	10.1093/llc/fqt021
000337081700008	1	10.1093/llc/fqt034
000341015900001	2	10.1080/09296174.2014.944327
000345008700005	1	10.1080/13569783.2014.954817
000345150100005	2	10.1162/COLI_a_00202
000345836000012	1	10.1093/llc/fqu017
000345836300007	1	10.1093/llc/fqu055
000353049400011	2	10.1162/COLI_a_00215
000355405000014	1	10.1080/13569783.2015.1019445
000356451800005	1	10.1093/llc/fqt033
000357578000008	2	10.1007/s10579-014-9280-5
000357578000009	2	10.1007/s10579-014-9276-1
000358361300003	2	10.1007/s10579-014-9274-3
000364230000002	2	10.1007/s10579-014-9292-1
000364230000004	2	10.1007/s10579-015-9315-6
000364762000017	1	10.1080/13569783.2015.1059741
000367448800005	1	10.1093/llc/fqu035
000367449700010	1	10.1093/llc/fqv040
000370863100006	2	10.1007/s10579-015-9319-2
000377898300009	2	10.1007/s10579-016-9353-8
000378144700010	1	10.1093/llc/fqu052
000380128100003	1	10.1080/13569783.2016.1195120
000384763200001	1	10.1093/llc/fqu066
000386585800009	1	10.1080/13569783.2016.1220244
000388281400003	2	10.1007/s10579-015-9300-0
000388281400008	2	10.1007/s10579-016-9342-y
000395810700003	1	10.1093/llc/fqv017
000395810700006	1	10.1093/llc/fqv027
000396571200002	2	10.1080/09296174.2016.1169847
000396579800009	1	10.1080/13569783.2016.1263555
000404351100012	1	10.1080/13569783.2017.1326808
000406002800002	1	10.1093/llc/fqv072
000406002800007	1	10.1093/llc/fqv066
000406002800011	1	10.1093/llc/fqv063
000415620500005	2	10.1007/s10579-016-9360-9
000417907800009	1	10.1093/llc/fqw030
000417909900001	1	10.1093/llc/fqw041
000417909900002	1	10.1093/llc/fqw036
000417909900007	1	10.1093/llc/fqw039
000417909900009	1	10.1093/llc/fqw028
